Dyad,Cov,SectionStartTime,SoundID,Start,End,Duration,SoundType,S_Around_Overall_Time,S_Monitor_Overall_Time,S_Keyboard_Overall_Time,S_Face_Overall_Time,S_Around_Mean,S_Monitor_Mean,S_Keyboard_Mean,S_Face_Mean,S_NoFace_Mean,S_CompOnly_Mean,S_BodyOnly_Mean,S_Around_Median,S_Monitor_Median,S_Keyboard_Median,S_Face_Median,S_NoFace_Median,S_CompOnly_Median,S_BodyOnly_Median,S_Around_PopularSD,S_Monitor_PopularSD,S_Keyboard_PopularSD,S_Face_PopularSD,S_NoFace_PopularSD,S_CompOnly_PopularSD,S_BodyOnly_PopularSD,S_Around_Frequency,S_Monitor_Frequency,S_Keyboard_Frequency,S_Face_Frequency,S_NoFace_Frequency,S_CompOnly_Frequency,S_BodyOnly_Frequency,S_Around_Max,S_Monitor_Max,S_Keyboard_Max,S_Face_Max,S_NoFace_Max,S_CompOnly_Max,S_BodyOnly_Max,S_Around_Min,S_Monitor_Min,S_Keyboard_Min,S_Face_Min,S_NoFace_Min,S_CompOnly_Min,S_BodyOnly_Min
19,2,0,5,1658,1713,56,3,0.0,23.0,0.0,33.0,0.0,23.0,0.0,33.0,23.0,23.0,33.0,0.0,23.0,0.0,33.0,23.0,23.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,23.0,0.0,33.0,23.0,23.0,33.0,0.0,23.0,0.0,33.0,23.0,23.0,33.0
19,2,0,6,1714,1726,13,1,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0
19,2,0,7,1727,1953,227,3,0.0,0.0,0.0,227.0,0.0,0.0,0.0,227.0,0.0,0.0,227.0,0.0,0.0,0.0,227.0,0.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,227.0,0.0,0.0,227.0,0.0,0.0,0.0,227.0,0.0,0.0,227.0
19,2,0,8,1954,2840,887,1,0.0,49.0,59.0,779.0,0.0,24.5,59.0,389.5,54.0,54.0,279.33333333333331,0.0,24.5,59.0,389.5,54.0,54.0,348.0,0.0,2.5,0.0,41.5,27.0,27.0,159.44138595595422,0.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,27.0,59.0,431.0,81.0,81.0,431.0,0.0,22.0,59.0,348.0,27.0,27.0,59.0
19,2,0,9,2841,2910,70,3,0.0,0.0,15.0,55.0,0.0,0.0,15.0,55.0,15.0,15.0,70.0,0.0,0.0,15.0,55.0,15.0,15.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,55.0,15.0,15.0,70.0,0.0,0.0,15.0,55.0,15.0,15.0,70.0
19,2,0,10,2911,2934,24,1,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0
19,2,0,11,2935,2999,65,3,0.0,0.0,0.0,65.0,0.0,0.0,0.0,65.0,0.0,0.0,65.0,0.0,0.0,0.0,65.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,65.0,0.0,0.0,65.0,0.0,0.0,0.0,65.0,0.0,0.0,65.0
19,2,3000,0,3000,3200,201,3,54.0,0.0,0.0,147.0,27.0,0.0,0.0,49.0,27.0,0.0,49.0,27.0,0.0,0.0,48.0,27.0,0.0,48.0,8.0,0.0,0.0,18.384776310850235,8.0,0.0,18.384776310850235,2.0,0.0,0.0,3.0,2.0,0.0,3.0,35.0,0.0,0.0,72.0,35.0,0.0,72.0,19.0,0.0,0.0,27.0,19.0,0.0,27.0
19,2,3000,1,3201,3287,87,1,0.0,0.0,0.0,87.0,0.0,0.0,0.0,87.0,0.0,0.0,87.0,0.0,0.0,0.0,87.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,87.0,0.0,0.0,87.0,0.0,0.0,0.0,87.0,0.0,0.0,87.0
19,2,3000,2,3288,3342,55,3,0.0,0.0,0.0,55.0,0.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,0.0,55.0,0.0,0.0,55.0
19,2,3000,3,3343,3883,541,1,0.0,0.0,0.0,541.0,0.0,0.0,0.0,541.0,0.0,0.0,541.0,0.0,0.0,0.0,541.0,0.0,0.0,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,541.0,0.0,0.0,541.0,0.0,0.0,0.0,541.0,0.0,0.0,541.0
19,2,3000,4,3884,3942,59,3,0.0,0.0,0.0,59.0,0.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,0.0,59.0,0.0,0.0,59.0
19,2,3000,5,3943,3960,18,1,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0
19,2,3000,6,3961,4178,218,3,61.0,0.0,0.0,157.0,61.0,0.0,0.0,78.5,61.0,0.0,78.5,61.0,0.0,0.0,78.5,61.0,0.0,78.5,0.0,0.0,0.0,44.5,0.0,0.0,44.5,1.0,0.0,0.0,2.0,1.0,0.0,2.0,61.0,0.0,0.0,123.0,61.0,0.0,123.0,61.0,0.0,0.0,34.0,61.0,0.0,34.0
19,2,3000,7,4179,5031,853,1,24.0,14.0,55.0,760.0,24.0,7.0,55.0,380.0,46.5,23.0,815.0,24.0,7.0,55.0,380.0,46.5,11.0,815.0,0.0,4.0,0.0,117.0,8.5,22.861904265976328,0.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,24.0,11.0,55.0,497.0,55.0,55.0,815.0,24.0,3.0,55.0,263.0,38.0,3.0,815.0
19,2,3000,8,5032,5091,60,3,0.0,11.0,0.0,49.0,0.0,11.0,0.0,49.0,11.0,11.0,49.0,0.0,11.0,0.0,49.0,11.0,11.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,11.0,0.0,49.0,11.0,11.0,49.0,0.0,11.0,0.0,49.0,11.0,11.0,49.0
19,2,3000,9,5092,5107,16,1,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0
19,2,3000,10,5108,5292,185,3,0.0,0.0,0.0,185.0,0.0,0.0,0.0,185.0,0.0,0.0,185.0,0.0,0.0,0.0,185.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,185.0,0.0,0.0,185.0,0.0,0.0,0.0,185.0,0.0,0.0,185.0
19,2,3000,11,5293,5354,62,1,0.0,0.0,0.0,62.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0
19,2,3000,12,5355,5461,107,3,31.0,0.0,0.0,76.0,31.0,0.0,0.0,38.0,31.0,0.0,38.0,31.0,0.0,0.0,38.0,31.0,0.0,38.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,31.0,0.0,0.0,42.0,31.0,0.0,42.0,31.0,0.0,0.0,34.0,31.0,0.0,34.0
19,2,3000,13,5462,5589,128,1,0.0,0.0,0.0,128.0,0.0,0.0,0.0,128.0,0.0,0.0,128.0,0.0,0.0,0.0,128.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,128.0,0.0,0.0,128.0,0.0,0.0,0.0,128.0,0.0,0.0,128.0
19,2,3000,14,5590,5629,40,3,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0
19,2,3000,15,5630,5691,62,1,0.0,0.0,0.0,62.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0
19,2,3000,16,5692,5980,289,3,64.0,0.0,0.0,225.0,32.0,0.0,0.0,75.0,32.0,0.0,75.0,32.0,0.0,0.0,46.0,32.0,0.0,46.0,5.0,0.0,0.0,58.040215942626077,5.0,0.0,58.040215942626077,2.0,0.0,0.0,3.0,2.0,0.0,3.0,37.0,0.0,0.0,156.0,37.0,0.0,156.0,27.0,0.0,0.0,23.0,27.0,0.0,23.0
19,2,3000,17,5981,5999,19,1,0.0,0.0,0.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0
19,2,6000,0,6000,7363,1364,1,77.0,0.0,27.0,1260.0,38.5,0.0,27.0,420.0,52.0,27.0,429.0,38.5,0.0,27.0,558.0,52.0,27.0,558.0,27.5,0.0,0.0,232.15942797999827,14.0,0.0,239.71232759288787,2.0,0.0,1.0,3.0,2.0,1.0,3.0,66.0,0.0,27.0,609.0,66.0,27.0,636.0,11.0,0.0,27.0,93.0,38.0,27.0,93.0
19,2,6000,1,7364,7442,79,3,0.0,0.0,0.0,79.0,0.0,0.0,0.0,79.0,0.0,0.0,79.0,0.0,0.0,0.0,79.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,79.0,0.0,0.0,79.0,0.0,0.0,0.0,79.0,0.0,0.0,79.0
19,2,6000,2,7443,7454,12,1,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0
19,2,6000,3,7455,7837,383,3,19.0,0.0,0.0,364.0,19.0,0.0,0.0,182.0,19.0,0.0,182.0,19.0,0.0,0.0,182.0,19.0,0.0,182.0,0.0,0.0,0.0,96.0,0.0,0.0,96.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,19.0,0.0,0.0,278.0,19.0,0.0,278.0,19.0,0.0,0.0,86.0,19.0,0.0,86.0
19,2,6000,4,7838,8999,1162,1,0.0,82.0,31.0,1049.0,0.0,82.0,31.0,524.5,113.0,113.0,540.0,0.0,82.0,31.0,524.5,113.0,113.0,540.0,0.0,0.0,0.0,396.5,0.0,0.0,381.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,82.0,31.0,921.0,113.0,113.0,921.0,0.0,82.0,31.0,128.0,113.0,113.0,159.0
21,1,0,0,0,213,214,1,105.0,72.0,6.0,31.0,52.5,72.0,6.0,15.5,91.5,78.0,12.333333333333334,52.5,72.0,6.0,15.5,91.5,78.0,6.0,37.5,0.0,0.0,12.5,1.5,0.0,11.14550233153366,2.0,1.0,1.0,2.0,2.0,1.0,3.0,90.0,72.0,6.0,28.0,93.0,78.0,28.0,15.0,72.0,6.0,3.0,90.0,78.0,3.0
21,1,0,1,214,263,50,3,0.0,0.0,33.0,17.0,0.0,0.0,33.0,17.0,33.0,33.0,50.0,0.0,0.0,33.0,17.0,33.0,33.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,33.0,17.0,33.0,33.0,50.0,0.0,0.0,33.0,17.0,33.0,33.0,50.0
21,1,0,2,264,300,37,1,0.0,20.0,0.0,17.0,0.0,20.0,0.0,17.0,20.0,20.0,17.0,0.0,20.0,0.0,17.0,20.0,20.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,20.0,0.0,17.0,20.0,20.0,17.0,0.0,20.0,0.0,17.0,20.0,20.0,17.0
21,1,0,3,301,506,206,3,67.0,36.0,0.0,103.0,33.5,18.0,0.0,34.333333333333336,34.333333333333336,18.0,34.333333333333336,33.5,18.0,0.0,30.0,48.0,18.0,30.0,15.5,12.0,0.0,11.440668201153676,20.038851153585515,12.0,11.440668201153676,2.0,2.0,0.0,3.0,3.0,2.0,3.0,49.0,30.0,0.0,50.0,49.0,30.0,50.0,18.0,6.0,0.0,23.0,6.0,6.0,23.0
21,1,0,4,507,692,186,1,0.0,139.0,45.0,2.0,0.0,139.0,45.0,2.0,184.0,184.0,23.5,0.0,139.0,45.0,2.0,184.0,184.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,139.0,45.0,2.0,184.0,184.0,45.0,0.0,139.0,45.0,2.0,184.0,184.0,2.0
21,1,0,5,693,784,92,3,0.0,76.0,16.0,0.0,0.0,76.0,16.0,0.0,92.0,92.0,16.0,0.0,76.0,16.0,0.0,92.0,92.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,76.0,16.0,0.0,92.0,92.0,16.0,0.0,76.0,16.0,0.0,92.0,92.0,16.0
21,1,0,6,785,831,47,1,0.0,47.0,0.0,0.0,0.0,47.0,0.0,0.0,47.0,47.0,0.0,0.0,47.0,0.0,0.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,47.0,0.0,0.0,47.0,47.0,0.0,0.0,47.0,0.0,0.0,47.0,47.0,0.0
21,1,0,7,832,950,119,3,0.0,83.0,0.0,36.0,0.0,83.0,0.0,36.0,83.0,83.0,36.0,0.0,83.0,0.0,36.0,83.0,83.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,83.0,0.0,36.0,83.0,83.0,36.0,0.0,83.0,0.0,36.0,83.0,83.0,36.0
21,1,0,8,951,1074,124,1,0.0,49.0,63.0,12.0,0.0,49.0,63.0,12.0,112.0,112.0,75.0,0.0,49.0,63.0,12.0,112.0,112.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,49.0,63.0,12.0,112.0,112.0,75.0,0.0,49.0,63.0,12.0,112.0,112.0,75.0
21,1,0,9,1075,1174,100,3,75.0,25.0,0.0,0.0,75.0,25.0,0.0,0.0,100.0,25.0,0.0,75.0,25.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,75.0,25.0,0.0,0.0,100.0,25.0,0.0,75.0,25.0,0.0,0.0,100.0,25.0,0.0
21,1,0,10,1175,1202,28,1,6.0,0.0,8.0,14.0,6.0,0.0,8.0,14.0,7.0,8.0,22.0,6.0,0.0,8.0,14.0,7.0,8.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,6.0,0.0,8.0,14.0,8.0,8.0,22.0,6.0,0.0,8.0,14.0,6.0,8.0,22.0
21,1,0,11,1203,1228,26,3,0.0,0.0,26.0,0.0,0.0,0.0,26.0,0.0,26.0,26.0,26.0,0.0,0.0,26.0,0.0,26.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,26.0,0.0,26.0,26.0,26.0,0.0,0.0,26.0,0.0,26.0,26.0,26.0
21,1,0,12,1229,1372,144,1,9.0,134.0,1.0,0.0,9.0,134.0,1.0,0.0,144.0,135.0,1.0,9.0,134.0,1.0,0.0,144.0,135.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,134.0,1.0,0.0,144.0,135.0,1.0,9.0,134.0,1.0,0.0,144.0,135.0,1.0
21,1,0,13,1373,1430,58,3,58.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,58.0,0.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,0.0,58.0,0.0,0.0
21,1,0,14,1431,1751,321,1,12.0,222.0,17.0,70.0,12.0,222.0,17.0,35.0,83.666666666666671,119.5,87.0,12.0,222.0,17.0,35.0,17.0,119.5,87.0,0.0,0.0,0.0,19.0,97.8377341429278,102.5,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,12.0,222.0,17.0,54.0,222.0,222.0,87.0,12.0,222.0,17.0,16.0,12.0,17.0,87.0
21,1,0,15,1752,1833,82,3,0.0,82.0,0.0,0.0,0.0,82.0,0.0,0.0,82.0,82.0,0.0,0.0,82.0,0.0,0.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,82.0,0.0,0.0,82.0,82.0,0.0,0.0,82.0,0.0,0.0,82.0,82.0,0.0
21,1,0,16,1834,2023,190,1,0.0,42.0,114.0,34.0,0.0,21.0,57.0,34.0,78.0,78.0,74.0,0.0,21.0,57.0,34.0,78.0,78.0,74.0,0.0,11.0,42.0,0.0,68.0,68.0,59.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,32.0,99.0,34.0,146.0,146.0,133.0,0.0,10.0,15.0,34.0,10.0,10.0,15.0
21,1,0,17,2024,2115,92,3,0.0,70.0,22.0,0.0,0.0,70.0,22.0,0.0,92.0,92.0,22.0,0.0,70.0,22.0,0.0,92.0,92.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,70.0,22.0,0.0,92.0,92.0,22.0,0.0,70.0,22.0,0.0,92.0,92.0,22.0
21,1,0,18,2116,2319,204,1,0.0,143.0,35.0,26.0,0.0,71.5,35.0,26.0,89.0,89.0,61.0,0.0,71.5,35.0,26.0,89.0,89.0,61.0,0.0,51.5,0.0,0.0,69.0,69.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,123.0,35.0,26.0,158.0,158.0,61.0,0.0,20.0,35.0,26.0,20.0,20.0,61.0
21,1,0,19,2320,2362,43,3,0.0,43.0,0.0,0.0,0.0,43.0,0.0,0.0,43.0,43.0,0.0,0.0,43.0,0.0,0.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,43.0,0.0,0.0,43.0,43.0,0.0,0.0,43.0,0.0,0.0,43.0,43.0,0.0
21,1,0,20,2363,2393,31,1,0.0,9.0,0.0,22.0,0.0,9.0,0.0,22.0,9.0,9.0,22.0,0.0,9.0,0.0,22.0,9.0,9.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,9.0,0.0,22.0,9.0,9.0,22.0,0.0,9.0,0.0,22.0,9.0,9.0,22.0
21,1,0,21,2394,2434,41,3,0.0,0.0,0.0,41.0,0.0,0.0,0.0,41.0,0.0,0.0,41.0,0.0,0.0,0.0,41.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,41.0,0.0,0.0,41.0,0.0,0.0,0.0,41.0,0.0,0.0,41.0
21,1,0,22,2435,2499,65,1,0.0,0.0,29.0,36.0,0.0,0.0,29.0,36.0,29.0,29.0,65.0,0.0,0.0,29.0,36.0,29.0,29.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,29.0,36.0,29.0,29.0,65.0,0.0,0.0,29.0,36.0,29.0,29.0,65.0
21,1,0,23,2500,2534,35,3,0.0,34.0,1.0,0.0,0.0,34.0,1.0,0.0,35.0,35.0,1.0,0.0,34.0,1.0,0.0,35.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,34.0,1.0,0.0,35.0,35.0,1.0,0.0,34.0,1.0,0.0,35.0,35.0,1.0
21,1,0,24,2535,2978,444,1,0.0,205.0,155.0,84.0,0.0,102.5,155.0,84.0,180.0,180.0,119.5,0.0,102.5,155.0,84.0,180.0,180.0,119.5,0.0,38.5,0.0,0.0,116.0,116.0,35.5,0.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,141.0,155.0,84.0,296.0,296.0,155.0,0.0,64.0,155.0,84.0,64.0,64.0,84.0
21,1,0,25,2979,2999,21,3,0.0,0.0,21.0,0.0,0.0,0.0,21.0,0.0,21.0,21.0,21.0,0.0,0.0,21.0,0.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,21.0,0.0,21.0,21.0,21.0,0.0,0.0,21.0,0.0,21.0,21.0,21.0
21,1,3000,0,3000,3111,112,3,0.0,98.0,9.0,5.0,0.0,98.0,9.0,5.0,107.0,107.0,7.0,0.0,98.0,9.0,5.0,107.0,107.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,98.0,9.0,5.0,107.0,107.0,9.0,0.0,98.0,9.0,5.0,107.0,107.0,5.0
21,1,3000,1,3112,3165,54,1,0.0,11.0,0.0,43.0,0.0,11.0,0.0,43.0,11.0,11.0,43.0,0.0,11.0,0.0,43.0,11.0,11.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,11.0,0.0,43.0,11.0,11.0,43.0,0.0,11.0,0.0,43.0,11.0,11.0,43.0
21,1,3000,2,3166,3214,49,3,0.0,17.0,0.0,32.0,0.0,17.0,0.0,32.0,17.0,17.0,32.0,0.0,17.0,0.0,32.0,17.0,17.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,17.0,0.0,32.0,17.0,17.0,32.0,0.0,17.0,0.0,32.0,17.0,17.0,32.0
21,1,3000,3,3215,3582,368,1,66.0,111.0,97.0,94.0,66.0,111.0,97.0,47.0,137.0,208.0,95.5,66.0,111.0,97.0,47.0,137.0,208.0,95.5,0.0,0.0,0.0,20.0,71.0,0.0,28.5,1.0,1.0,1.0,2.0,2.0,1.0,2.0,66.0,111.0,97.0,67.0,208.0,208.0,124.0,66.0,111.0,97.0,27.0,66.0,208.0,67.0
21,1,3000,4,3583,3667,85,3,11.0,0.0,66.0,8.0,11.0,0.0,66.0,8.0,38.5,66.0,74.0,11.0,0.0,66.0,8.0,38.5,66.0,74.0,0.0,0.0,0.0,0.0,27.5,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,11.0,0.0,66.0,8.0,66.0,66.0,74.0,11.0,0.0,66.0,8.0,11.0,66.0,74.0
21,1,3000,5,3668,3801,134,1,13.0,22.0,13.0,86.0,13.0,22.0,13.0,86.0,24.0,35.0,49.5,13.0,22.0,13.0,86.0,24.0,35.0,49.5,0.0,0.0,0.0,0.0,11.0,0.0,36.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,13.0,22.0,13.0,86.0,35.0,35.0,86.0,13.0,22.0,13.0,86.0,13.0,35.0,13.0
21,1,3000,6,3802,3868,67,3,4.0,55.0,0.0,8.0,4.0,55.0,0.0,8.0,59.0,55.0,8.0,4.0,55.0,0.0,8.0,59.0,55.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,55.0,0.0,8.0,59.0,55.0,8.0,4.0,55.0,0.0,8.0,59.0,55.0,8.0
21,1,3000,7,3869,3897,29,1,0.0,0.0,8.0,21.0,0.0,0.0,8.0,21.0,8.0,8.0,29.0,0.0,0.0,8.0,21.0,8.0,8.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,21.0,8.0,8.0,29.0,0.0,0.0,8.0,21.0,8.0,8.0,29.0
21,1,3000,8,3898,3931,34,3,0.0,0.0,32.0,2.0,0.0,0.0,32.0,2.0,32.0,32.0,34.0,0.0,0.0,32.0,2.0,32.0,32.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,32.0,2.0,32.0,32.0,34.0,0.0,0.0,32.0,2.0,32.0,32.0,34.0
21,1,3000,9,3932,4112,181,1,0.0,52.0,109.0,20.0,0.0,26.0,54.5,20.0,161.0,161.0,43.0,0.0,26.0,54.5,20.0,161.0,161.0,47.0,0.0,11.0,7.5,0.0,0.0,0.0,17.378147196982766,0.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,37.0,62.0,20.0,161.0,161.0,62.0,0.0,15.0,47.0,20.0,161.0,161.0,20.0
