,hdyad,hawkid,hterm,hday,htime,HID,SID,htechint,hcond,hprocadd,hage,hsex,hengspeak,hethnic,hyearosu,hyearsus,hkeyexp,hxboxexp,TempBeg,TempEnd,hrep,hrole,hsa1m1,hsa1m2,hsa1m3,hsa1m4,hsa1m5,hsa1m6,hsa1m7,hsa1m8,hsa1m9,hsa1m10,hsa1b1,hsa1b2,hsa1b3,hsa1b4,hsa1b5,hsa1b6,hsa1b7,hsa1b8,hsa1b9,hsa1b10,hsa1t1,hsa1t2,hsa1t3,hsa1t4,hsa1t5,hsa1t6,hsa1t7,hsa1t8,hpa1m1,hpa1m2,hpa1m3,hpa1m4,hpa1m5,hpa1m6,hpa1m7,hpa1m8,hpa1m9,hpa1m10,hpa1b1,hpa1b2,hpa1b3,hpa1b4,hpa1b5,hpa1b6,hpa1b7,hpa1b8,hpa1b9,hpa1b10,hpa1t1,hpa1t2,hpa1t3,hpa1t4,hpa1t5,hpa1t6,hpa1t7,hpa1t8,hia1r1,hia1r2,hia1r3,hia1r4,hia1r5,hia1r6,hia1r7,hia1r8,hia1r9,hia1r10,hia1r11,hia1r12,hia1r13,hia1r14,hia1r15,hia1r16,hia1r17,hia1r18,hrap1,hprap1,hbetrap1,htyprap1,hcirc1,hsa2m1,hsa2m2,hsa2m3,hsa2m4,hsa2m5,hsa2m6,hsa2m7,hsa2m8,hsa2m9,hsa2m10,hsa2b1,hsa2b2,hsa2b3,hsa2b4,hsa2b5,hsa2b6,hsa2b7,hsa2b8,hsa2b9,hsa2b10,hsa2t1,hsa2t2,hsa2t3,hsa2t4,hsa2t5,hsa2t6,hsa2t7,hsa2t8,hpa2m1,hpa2m2,hpa2m3,hpa2m4,hpa2m5,hpa2m6,hpa2m7,hpa2m8,hpa2m9,hpa2m10,hpa2b1,hpa2b2,hpa2b3,hpa2b4,hpa2b5,hpa2b6,hpa2b7,hpa2b8,hpa2b9,hpa2b10,hpa2t1,hpa2t2,hpa2t3,hpa2t4,hpa2t5,hpa2t6,hpa2t7,hpa2t8,hia2r1,hia2r2,hia2r3,hia2r4,hia2r5,hia2r6,hia2r7,hia2r8,hia2r9,hia2r10,hia2r11,hia2r12,hia2r13,hia2r14,hia2r15,hia2r16,hia2r17,hia2r18,hsrap2,hprap2,hbetrap2,htyprap2,hcirc2,hknowpar,hfa1,hfa2,hfa3,hfa4,hfa5,hfa6,hfa7,hfa8,hfa9,hfa10,hfa11,hfa12,hfa13,hfa14,hfa15,hhe1,hhe2,hhe3,hhe4,hhe5,hhe6,hhe7,hhe8,hhe9,hhe10,hhe11,hhe12,hhe13,hhe14,hhe15,hhe16,hhe17,hhe18,hhe19,hhe20,hhe21,hhe22,hhe23,hhe24,hhe25,hhe26,hhe27,hhe28,hhe29,hhe30,hhe31,hhe32,hhe33,hhe34,hhe35,hhe36,hhe37,hhe38,hhe39,hhe40,hhe41,hhe42,hhe43,hhe44,hhe45,hhe46,hhe47,hhe48,hhe49,hhe50,hhe51,hhe52,hhe53,hhe54,hhe55,hhe56,hhe57,hhe58,hhe59,hhe60,hhe61,hhe62,hhe63,hhe64,hbs1,hbs2,hbs3,hbs4,hbs5,hbs6,hbs7,hbs8,hbs9,hbs10,hbs11,hbs12,hbs13,hbs14,hbs15,hbs16,hbs17,hbs18,hbs19,hbs20,hbs21,hbs22,hbs23,hbs24,hbs25,hbs26,hbs27,hbs28,hsd1,hsd2,hsd3,hsd4,hsd5,hsd6,hsd7,hsd8,hsd9,hsd10,hsd11,hsd12,hsd13,hsd14,hsd15,hsd16,hsd17,hsd18,hsd19,hsd20,hsd21,hsd22,hsd23,hsd24,hsd25,hsd26,hsd27,hsd28,hsd29,hsd30,hsd31,hsd32,hsd33,hda1,hda2,hda3,hda4,hda5,hda6,hda7,hda8,hda9,hda10,hda11,hda12,hda13,hda14,hda15,hda16,hda17,hda18,hda19,hda20,hda21,hda22,hda23,hda24,hda25,hda26,hda27,hda28,hhogan,hboredom,hsdesirability,hec,hpd,hpt,hfs,sdyad,shakesid,sterm,sday,stime,stechint,scond,sprocadd,sage,ssex,sengspeak,sethnic,syearosu,syearsus,skeyexp,sxboxexp,srep,srole,ssa1m1,ssa1m2,ssa1m3,ssa1m4,ssa1m5,ssa1m6,ssa1m7,ssa1m8,ssa1m9,ssa1m10,ssa1b1,ssa1b2,ssa1b3,ssa1b4,ssa1b5,ssa1b6,ssa1b7,ssa1b8,ssa1b9,ssa1b10,ssa1t1,ssa1t2,ssa1t3,ssa1t4,ssa1t5,ssa1t6,ssa1t7,ssa1t8,spa1m1,spa1m2,spa1m3,spa1m4,spa1m5,spa1m6,spa1m7,spa1m8,spa1m9,spa1m10,spa1b1,spa1b2,spa1b3,spa1b4,spa1b5,spa1b6,spa1b7,spa1b8,spa1b9,spa1b10,spa1t1,spa1t2,spa1t3,spa1t4,spa1t5,spa1t6,spa1t7,spa1t8,sia1r1,sia1r2,sia1r3,sia1r4,sia1r5,sia1r6,sia1r7,sia1r8,sia1r9,sia1r10,sia1r11,sia1r12,sia1r13,sia1r14,sia1r15,sia1r16,sia1r17,sia1r18,ssrap1,sprap1,sbetrap1,styprap1,scirc1,ssa2m1,ssa2m2,ssa2m3,ssa2m4,ssa2m5,ssa2m6,ssa2m7,ssa2m8,ssa2m9,ssa2m10,ssa2b1,ssa2b2,ssa2b3,ssa2b4,ssa2b5,ssa2b6,ssa2b7,ssa2b8,ssa2b9,ssa2b10,ssa2t1,ssa2t2,ssa2t3,ssa2t4,ssa2t5,ssa2t6,ssa2t7,ssa2t8,spa2m1,spa2m2,spa2m3,spa2m4,spa2m5,spa2m6,spa2m7,spa2m8,spa2m9,spa2m10,spa2b1,spa2b2,spa2b3,spa2b4,spa2b5,spa2b6,spa2b7,spa2b8,spa2b9,spa2b10,spa2t1,spa2t2,spa2t3,spa2t4,spa2t5,spa2t6,spa2t7,spa2t8,sia2r1,sia2r2,sia2r3,sia2r4,sia2r5,sia2r6,sia2r7,sia2r8,sia2r9,sia2r10,sia2r11,sia2r12,sia2r13,sia2r14,sia2r15,sia2r16,sia2r17,sia2r18,ssrap2,sprap2,sbetrap2,styprap2,scirc2,sknowpar,sfa1,sfa2,sfa3,sfa4,sfa5,sfa6,sfa7,sfa8,sfa9,sfa10,sfa11,sfa12,sfa13,sfa14,sfa15,she1,she2,she3,she4,she5,she6,she7,she8,she9,she10,she11,she12,she13,she14,she15,she16,she17,she18,she19,she20,she21,she22,she23,she24,she25,she26,she27,she28,she29,she30,she31,she32,she33,she34,she35,she36,she37,she38,she39,she40,she41,she42,she43,she44,she45,she46,she47,she48,she49,she50,she51,she52,she53,she54,she55,she56,she57,she58,she59,she60,she61,she62,she63,she64,sbs1,sbs2,sbs3,sbs4,sbs5,sbs6,sbs7,sbs8,sbs9,sbs10,sbs11,sbs12,sbs13,sbs14,sbs15,sbs16,sbs17,sbs18,sbs19,sbs20,sbs21,sbs22,sbs23,sbs24,sbs25,sbs26,sbs27,sbs28,ssd1,ssd2,ssd3,ssd4,ssd5,ssd6,ssd7,ssd8,ssd9,ssd10,ssd11,ssd12,ssd13,ssd14,ssd15,ssd16,ssd17,ssd18,ssd19,ssd20,ssd21,ssd22,ssd23,ssd24,ssd25,ssd26,ssd27,ssd28,ssd29,ssd30,ssd31,ssd32,ssd33,sda1,sda2,sda3,sda4,sda5,sda6,sda7,sda8,sda9,sda10,sda11,sda12,sda13,sda14,sda15,sda16,sda17,sda18,sda19,sda20,sda21,sda22,sda23,sda24,sda25,sda26,sda27,sda28,shogan,sboredom,ssdesirability,sec,spd,spt,sfs,conv1dyad,conv1v1,conv1v3,conv1v5,conv1v6,conv1v8,conv1v9,conv1v10,conv1v11,conv1v12,conv1v13,conv1v14,conv1speaking,conv1contribution,conv1content,conv1,conv1pleasantvoice,conv2dyad,conv2v1,conv2v3,conv2v5,conv2v6,conv2v8,conv2v9,conv2v10,conv2v11,conv2v12,conv2v13,conv2v14,conv2speaking,conv2contribution,conv2content,conv2,conv2pleasantvoice,conv3dyad,conv3v1,conv3v3,conv3v5,conv3v6,conv3v8,conv3v9,conv3v10,conv3v11,conv3v12,conv3v13,conv3v14,conv3speaking,conv3contribution,conv3content,conv3,conv3pleasantvoice,conv4dyad,conv4v1,conv4v3,conv4v5,conv4v6,conv4v8,conv4v9,conv4v10,conv4v11,conv4v12,conv4v13,conv4v14,conv4speaking,conv4contribution,conv4content,conv4,conv4pleasantvoice,conv1vert,conv2vert,conv3vert,conv4vert,vert4_1,vocvar4_1,pitch4_1,rate4_1,mother4_1,enun4_1,trail4_1,present4_1,calm4_1,social4_1,polite4_1,respon4_1,speaking4_1,dyad1,id1,dyad2,id2,hpanavigation1,hpaenjoyment1,hpauneasiness1,hpafrustration1,hpadistractedguilt1,hpagoodacc1,hpabadacc1,hpagood1,hpabad1,hpanavigation2,hpaenjoyment2,hpauneasiness2,hpafrustration2,hpadistractedguilt2,hpagoodacc2,hpabadacc2,hpagood2,hpabad2,hpaaverageacc1,hpaaverageacc2,hpaaverage1,hpaaverage2,hpagoodacc,hpabadacc,hpaaverageacc,hpagood,hpabad,hpaaverage,hpanavigation,hpaenjoyment,hpauneasiness,hpafrustration,hpadistractedguilt,spaovercome1,spaoverwhelm1,sparoleful1,spastruggle1,spacomm1,spagoodacc1,spabadacc1,spagood1,spabad1,spaovercome2,spaoverwhelm2,sparoleful2,spastruggle2,spacomm2,spagoodacc2,spabadacc2,spagood2,spabad2,spaaverageacc1,spaaverageacc2,spaaverage1,spaaverage2,spagoodacc,spabadacc,spaaverageacc,spagood,spabad,spaaverage,spaovercome,hpa1comp,rapcomp1,hpa2comp,rapcomp2,speechave1,speechave2,outcome1,outcome2,spersonality,speechave4,speechave3,outcomeave,speechave,hpacompave,rapcompave,Dyad,ID,Role,nc,sn,et,sc,Re_hia1r2,Re_hia1r5,Re_hia1r6,Re_hia1r7,Re_hia1r8,Re_hia1r10,Re_hia1r13,Re_hia1r16,Re_hia1r18,Re_sia1r2,Re_sia1r5,Re_sia1r6,Re_sia1r7,Re_sia1r8,Re_sia1r10,Re_sia1r13,Re_sia1r16,Re_sia1r18,Re_hia2r2,Re_hia2r5,Re_hia2r6,Re_hia2r7,Re_hia2r8,Re_hia2r10,Re_hia2r13,Re_hia2r16,Re_hia2r18,Re_sia2r2,Re_sia2r5,Re_sia2r6,Re_sia2r7,Re_sia2r8,Re_sia2r10,Re_sia2r13,Re_sia2r16,Re_sia2r18,Aver_hia1,Aver_sia1,Aver_hia2,Aver_sia2
0,1,1,1,1,1030,3,2,1,0,1,19,1,1,3,2,15,4,2,,,0,1,1,3,4,4,0,0,0,2,2,0,5,4,4,4.0,3,5,4,5,5,5,3,4,4,4,0,2,1,0,3,4,3,1,3,3,4,3,1,0,5,6,5,5,1,5,5,6,6,6,0,2,2,3,3,4,0,3,2,6.0,6,2,5,7,5,6,5,2,3,0,0,1,5,5,3,7,7,6,2,1,3,0,5,4,1,3,1,1,1,0,1,1,5,1,6,5,4,1,4,5,5,4,3,0,3,0,4,0,0,0,4,1,1,2,0,1,1,0,1,5,6,4,5,4,5,5,5,6,5,0,1,3,4,2,1,0,2,1,8.0,6,1,8,7,6,7,4,1,1,0,1,0,3,8,2,8,3,2,1,1,1,5,6,4,6,4,7,1,0,4,1,6,0,1,6.0,7.0,,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,11,16,,,,,1,2,1,1,1030,1,0,1,19,1,1,3,2,19,5,1,0,2,3,0,1,4,0,0,0,0,3,0,4,5,6,0,0,6.0,6,6,6,6,4,0,4,1,0,3,3,4,3,0,0,0,0,0,0,2,3,0,4,4,6,0,0,5,6,6,6,6,4,1,1,2,0,3,3,4,2,3,7,4,2,1,0,1,1.0,5,6,1.0,0,4,7,3,1,2,3,4,3,3,6,2,2,3,3,0,0,0,0,0,0,3,6,6,0,0,5,5,3,6,6,4,0,0,0.0,3,3,2,4,2,4,4,2.0,0,0,0,0,0,0,3,5,6,4,0,2.0,1,3,6,6,4,0,0,0,3,3,3,4,5,3,6,3,3,2,0,0,0,0,3,1,0,3,6,2,2,7,3,3,3,3,3,5.0,4,3,4.0,1,5,2,3,2,5,4,5,0.0,2.0,5,6,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1.0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.194350945,10,18.0,,,,,1,0.299427973,0.118561351,0.999480481,-0.594974045,-0.0032228540000000003,0.848465245,0.9708237059999999,-1.003507312,0.329509768,-0.6659229489999999,0.05846380599999999,0.295682558,0.34452659700000005,-0.811059773,1,0.29386996,,0.299427973,-0.156363521,0.999480481,-0.594974045,-0.624496006,0.560544908,0.67542626,0.025730957000000002,0.329509768,-1.083756956,0.05846380599999999,1.711217776,0.945008682,0.950677448,2,0.30137789800000003,,0.299427973,-0.156363521,1.32484544,-0.594974045,-0.935132582,0.27262457,1.266221152,0.36881038,0.9372511259999999,-0.6659229489999999,0.7266215859999999,-0.8771894809999999,-0.633401371,0.069808837,3,0.38081605,,0.598855945,0.393486224,1.32484544,-0.594974045,-0.0032228540000000003,1.424305921,0.9708237059999999,0.36881038,0.6333804470000001,-0.24808894199999998,0.7266215859999999,0.032797446,0.258743442,-0.811059773,4,0.618629289,0.496697903,0.66939537,0.338965488,0.5614622810000001,0.064764378,0.299427973,0.274924873,0.325364958,0.0,0.0,0.575840676,0.0,1.372317692,0.303870679,0.417834007,0.66815778,-0.262885112,1,1,1,1,0.7240000000000001,-0.42200000000000004,0.625,0.956,1.225,0.23800000000000002,0.871,0.271,0.86,-0.01,-0.8190000000000001,-0.552,0.742,0.37,-0.21600000000000003,0.298,-0.201,0.467,-0.3165,-0.257,-0.2945,-0.33399999999999996,0.011000000000000001,0.5845,-0.28675,0.035,0.6635,-0.31425,0.35700000000000004,-0.6205,0.0365,0.8490000000000001,0.7975,0.745,-0.718,0.447,-1.101,-0.024,0.611,-0.816,0.48700000000000004,-0.797,0.006,-0.515,-0.057,0.364,-0.998,-0.127,-0.337,-0.2,-0.408,0.7135,0.105,0.642,0.10400000000000001,0.242,-0.5765,0.40925,0.1435,-0.6025,0.373,0.3755,-9.041297783,-4.319048667,-6.165725372000001,-19.23405949,0.294776259,1.006297837,-13.36034645,-25.39978486,,0.325713367,-0.248186716,-19.38006566,0.650537048,-7.603511577999999,-11.77655408,1,2,2,10,7,12,7,2.0,3,1,3,2,6,8,3,1,5,6,7,8,7,3,8,5,6,0.0,0,1,2,1,7,7,0,0,5,5,6,8,8,8,8,6,1,3.111111111111111,4.888888888888889,2.0,4.666666666666667
1,2,3,1,2,830,2,1,0,0,1,19,1,1,3,2,15,5,2,,,0,1,4,2,2,5,2,2,2,2,4,4,5,5,5,2.0,3,5,5,3,5,5,1,1,2,4,1,4,1,2,3,3,4,3,3,4,4,4,3,3,2,4,4,2,4,2,2,4,5,5,3,2,1,2,3,2,1,2,2,7.0,4,4,7,7,4,7,5,6,4,2,4,3,4,7,3,7,2,2,1,1,2,4,4,4,4,1,3,1,1,2,4,1,1,1,5,2,2,2,4,4,4,1,1,1,3,4,3,1,4,2,4,4,4,3,3,4,2,2,2,3,4,3,2,2,2,2,4,5,5,1,1,1,4,4,3,1,2,0,8.0,1,0,7,8,1,8,1,8,2,2,2,0,1,8,0,8,0,0,1,1,2,1,3,1,5,1,4,5,4,2,5,3,3,0,2.0,4.0,6.0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1.0,1.0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,14,16,,,,,2,4,1,2,830,0,0,1,19,1,1,4,2,19,5,3,0,2,3,1,0,2,0,0,0,0,0,0,5,5,6,1,1,1.0,5,5,6,6,4,3,4,2,0,2,2,2,4,2,1,2,0,0,0,0,0,0,5,4,6,3,0,0,6,6,6,6,4,3,4,2,0,2,2,2,7,0,7,6,0,0,0,2,0.0,0,0,0.0,0,8,8,0,7,6,7,7,1,1,6,2,4,3,2,0,0,2,2,0,0,2,2,4,2,5,0,2,5,6,6,0,0,3,2.0,3,2,1,2,1,5,4,1.0,0,0,2,0,0,0,5,1,6,6,4,0.0,5,5,6,6,3,1,1,1,0,2,2,1,2,2,4,4,7,1,0,3,0,0,4,0,0,2,3,2,0,8,4,4,1,1,4,1.0,6,1,5.0,1,7,1,5,0,6,1,6,1.0,0.0,5,7,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.955914825,8,13.0,,,,,2,-0.299427973,-0.7062132659999999,0.023385606,-0.594974045,-0.31385943,0.27262457,-1.0969584159999999,-0.317348466,-1.4937143069999999,-0.6659229489999999,-1.277851754,-0.310975393,-0.822124312,-0.811059773,1,-0.662483556,,-0.598855945,-0.43128839399999996,-0.62734431,-0.594974045,-0.935132582,-0.879056781,0.08463136800000001,-1.003507312,-0.885972949,0.169745065,-0.943772864,0.740565055,-0.255955489,-0.811059773,2,-0.7278943240000001,,-1.19771189,-0.7062132659999999,-0.301979352,-0.594974045,-0.624496006,0.27262457,0.08463136800000001,-0.317348466,-0.58210227,0.169745065,-0.275615084,-1.22096232,-1.199570195,-0.811059773,3,-0.39110242700000003,,-1.19771189,-0.7062132659999999,-0.62734431,-0.594974045,-0.935132582,-0.30321610600000004,-0.506163524,0.7118898029999999,-0.58210227,-0.24808894199999998,-0.943772864,-1.7265106119999998,-1.80005228,-0.811059773,4,-0.6847740370000001,-0.860803278,-0.9608399740000001,-0.578019873,-1.06760495,-0.206801672,-0.898283918,0.0,-0.650729917,0.0,-0.621273151,-0.575840676,0.590794892,1.0292382690000001,0.911612038,0.417834007,0.33407889,-1.4155352190000001,2,3,2,3,-0.875,-0.109,1.399,-0.175,0.919,-0.344,1.337,-0.479,1.245,-0.682,-0.426,0.733,0.45,1.158,-0.513,0.85,-0.552,1.0190000000000001,-0.8405,-0.6815,-0.862,-0.7855,-0.4285,1.0935,-0.7609999999999999,-0.5155,1.1320000000000001,-0.82375,-0.7785,-0.2675,1.0659999999999998,0.1375,1.0385,0.5329999999999999,-0.855,0.447,-0.196,0.013999999999999999,0.38799999999999996,-0.46399999999999997,0.226,-0.608,-0.044000000000000004,-0.289,-0.129,1.847,-0.912,-0.17800000000000002,0.326,-0.315,0.259,0.426,-0.252,0.41700000000000004,-0.287,0.105,-0.069,0.087,-0.0445,-0.1745,0.065,0.2445,-15.27299371,-15.46515459,-16.206885800000002,-29.90493231,-0.486729475,0.006335365999999999,-30.738148300000002,-46.11181811,,-1.205642325,-0.806032373,-38.42498321,-0.240197055,-15.73993976,-22.68504345,2,4,2,7,3,8,2,1.0,1,1,4,1,2,4,1,1,8,8,8,8,6,8,8,8,2,0.0,1,0,7,0,0,6,0,0,6,1,7,8,5,8,8,6,0,2.611111111111111,5.944444444444445,1.1666666666666667,3.7777777777777777
2,3,5,1,2,1000,1,2,1,0,1,20,0,0,4,3,20,5,3,,,0,1,0,3,3,0,0,0,0,0,0,3,5,5,4,1.0,3,3,4,4,5,5,2,1,4,4,1,2,1,1,0,0,2,0,0,0,0,0,0,1,5,5,5,1,0,1,2,1,5,5,2,3,2,2,1,1,1,2,7,4.0,7,7,4,0,0,4,4,4,7,7,0,7,7,4,2,7,4,6,3,3,1,0,0,4,0,0,0,0,0,0,0,5,5,5,0,0,2,4,2,5,5,2,2,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,3,5,0,0,2,4,3,5,5,2,2,2,1,0,0,2,0,1,,3,1,6,8,0,8,4,5,2,6,4,2,4,1,1,8,3,3,1,1,1,1,3,3,3,0,4,1,3,1,5,1,5,0,0.0,4.0,5.0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1.0,1.0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,17,12,,,,,3,6,1,2,1000,1,0,1,23,1,1,3,4,23,5,2,0,2,4,1,2,5,1,1,1,2,3,4,5,5,5,1,2,6.0,6,5,5,6,3,1,1,1,1,3,3,2,4,2,3,3,2,2,0,3,2,4,2,5,4,2,2,5,4,6,6,6,4,3,4,2,1,4,3,2,6,1,7,6,2,5,1,5,6.0,3,5,4.0,1,5,8,2,6,5,5,5,2,3,4,3,3,4,3,2,2,1,5,3,4,6,5,5,5,4,5,4,6,5,5,1,3,2,2.0,2,3,2,3,3,3,4,2.0,3,3,1,4,2,3,5,4,5,5,3,4.0,4,5,6,6,1,3,2,4,1,4,2,1,3,3,6,5,4,7,4,6,4,2,6,7,0,5,7,2,5,8,4,5,2,2,2,1.0,3,4,4.0,4,4,6,5,3,4,4,5,3.0,4.0,4,6,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0.0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.352186359,5,19.0,,,,,3,-0.898283918,0.118561351,-0.62734431,0.501331297,1.549960024,1.136385583,-0.506163524,1.0549692259999999,-0.58210227,0.169745065,-0.943772864,0.841674713,-1.199570195,0.069808837,1,0.104837431,,-0.299427973,0.668411096,-0.62734431,0.135896183,0.928686873,0.27262457,0.08463136800000001,0.36881038,-0.58210227,0.169745065,-0.609693974,1.246113347,0.516092907,-0.811059773,2,-0.058947324,,-0.299427973,-0.156363521,-0.9527092690000001,-0.594974045,0.618050297,0.27262457,0.380028814,-0.317348466,0.025639089,0.587579072,0.05846380599999999,2.0347686830000002,1.288141302,-0.811059773,3,0.164739213,,-0.299427973,0.118561351,-0.9527092690000001,-0.594974045,0.618050297,-0.015295768000000001,0.67542626,-0.317348466,0.329509768,0.169745065,0.05846380599999999,1.8527712980000002,1.047948468,-0.811059773,4,0.210269703,0.252373398,-0.118061235,0.442177456,0.616773105,0.364399708,0.598855945,0.0,-0.325364958,-1.096305342,-0.9319097270000001,-1.151681351,1.181589784,-1.372317692,0.911612038,0.0,1.00223667,1.011096585,3,5,3,5,-0.166,-1.196,-0.319,-0.674,-0.488,-0.8959999999999999,-0.514,-0.887,-0.706,-0.253,-0.759,-0.41200000000000003,-1.122,-1.341,-0.622,-0.624,-0.684,-0.7959999999999999,-0.191,0.001,-0.0905,0.055999999999999994,-0.759,-0.569,-0.095,-0.7855,-0.7509999999999999,-0.01725,-0.2095,-0.9775,-0.3655,-0.898,-0.9145,0.371,0.773,0.40700000000000003,0.10400000000000001,0.907,0.519,0.603,0.38,0.45899999999999996,0.023,1.2670000000000001,0.215,1.052,0.857,0.188,1.1840000000000002,0.235,1.212,-0.042,-0.498,-0.0395,-0.4885,0.3535,0.8935,-0.27,0.3075,0.8355,-0.264,0.19699999999999998,-1.264273975,10.76090903,6.315560305,,0.473256072,0.5935830120000001,9.496635057999999,,,1.031520501,1.099753948,9.496635057999999,0.5334195420000001,2.525643165,10.76090903,3,6,2,7,9,13,9,4.0,4,8,8,4,4,8,4,1,7,6,3,7,3,5,7,6,3,,2,0,8,0,3,4,7,0,5,4,1,4,2,6,8,6,0,5.555555555555555,5.555555555555555,2.823529411764706,4.666666666666667
