,Dyad,TotalDurationFaceLog1_0s,MeanDurationFaceLog1_0s,FrequencyFace1_0s,TotalDurationMonitorLog1_0s,MeanDurationMonitorLog1_0s,FrequencyMonitor1_0s,TotalDurationKeyboardLog1_0s,MeanDurationKeyboardLog1_0s,FrequencyKeyboard1_0s,TotalDurationAroundLog1_0s,MeanDurationAroundLog1_0s,FrequencyAround1_0s,TotalDurationFaceLog1_200s,MeanDurationFaceLog1_200s,FrequencyFace1_200s,TotalDurationMonitorLog1_200s,MeanDurationMonitorLog1_200s,FrequencyMonitor1_200s,TotalDurationKeyboardLog1_200s,MeanDurationKeyboardLog1_200s,FrequencyKeyboard1_200s,TotalDurationAroundLog1_200s,MeanDurationAroundLog1_200s,FrequencyAround1_200s,TotalDurationFaceLog2_0s,MeanDurationFaceLog2_0s,FrequencyFace2_0s,TotalDurationMonitorLog2_0s,MeanDurationMonitorLog2_0s,FrequencyMonitor2_0s,TotalDurationKeyboardLog2_0s,MeanDurationKeyboardLog2_0s,FrequencyKeyboard2_0s,TotalDurationAroundLog2_0s,MeanDurationAroundLog2_0s,FrequencyAround2_0s,TotalDurationFaceLog2_200s,MeanDurationFaceLog2_200s,FrequencyFace2_200s,TotalDurationMonitorLog2_200s,MeanDurationMonitorLog2_200s,FrequencyMonitor2_200s,TotalDurationKeyboardLog2_200s,MeanDurationKeyboardLog2_200s,FrequencyKeyboard2_200s,TotalDurationAroundLog2_200s,MeanDurationAroundLog2_200s,FrequencyAround2_200s
44,56,45.63333333333333,1.755128205133333,26,2.5,0.625,4,9.033333333333333,0.7527777777666668,12,7.333333333333333,0.7333333333333333,10,53.96666666666667,2.998148148133333,18,3.933333333333333,0.9833333333333333,4,6.433333333333334,1.0722222222333333,6,5.466666666666667,0.6074074074,9,23.266666666666666,0.7270833333333333,32,30.8,2.3692307692333334,13,15.466666666666667,0.9666666666666667,16,28.5,1.5833333333333333,18,17.6,0.9263157894666667,19,16.6,1.8444444444333332,9,12.166666666666666,1.5208333333333333,8,36.7,2.4466666666666668,15
45,57,26.4,1.65,16,2.2333333333333334,0.5583333333333333,4,24.4,1.7428571428666666,14,6.3,2.1,3,31.6,1.4363636363666668,22,0.16666666666666666,0.16666666666666666,1,21.966666666666665,1.2921568627333333,17,4.466666666666667,0.7444444444333335,6,45.5,3.5,13,14.833333333333334,3.7083333333333335,4,11.266666666666667,1.2518518518666668,9,21.166666666666668,1.7638888889,12,38.6,2.757142857133333,14,1.4666666666666666,1.4666666666666666,1,6.833333333333333,1.3666666666666667,5,44.46666666666667,4.446666666666667,10
46,58,32.4,1.35,24,12.0,1.3333333333333333,9,0.4666666666666667,0.23333333333333334,2,9.466666666666667,1.0518518518666666,9,34.2,2.6307692307666666,13,7.133333333333334,1.0190476190333333,7,0.4666666666666667,0.4666666666666667,1,14.033333333333333,2.0047619047666667,7,40.46666666666667,2.529166666666667,16,12.266666666666667,2.044444444433333,6,3.2333333333333334,3.2333333333333334,1,19.2,2.742857142866667,7,46.93333333333333,3.911111111,12,11.866666666666667,2.3733333333333335,5,2.2333333333333334,2.2333333333333334,1,27.266666666666666,3.408333333333333,8
47,59,19.566666666666666,1.0298245614,19,4.9,0.98,5,10.866666666666667,1.2074074074,9,5.633333333333334,0.7041666666666667,8,21.566666666666666,2.1566666666666667,10,0.0,0.0,0,6.966666666666667,1.7416666666666667,4,4.8,0.9600000000000001,5,43.166666666666664,2.5392156862666666,17,18.866666666666667,2.3583333333333334,8,5.666666666666667,0.9444444444333334,6,14.966666666666667,2.4944444444333334,6,26.466666666666665,3.780952381,7,0.4,0.4,1,1.0333333333333334,1.0333333333333334,1,6.566666666666666,1.3133333333333332,5
48,60,47.53333333333333,3.395238095333333,14,1.7,0.425,4,0.0,0.0,0,3.1,0.62,5,36.9,2.6357142856999998,14,3.7,0.6166666666666667,6,2.6333333333333333,0.6583333333333333,4,4.8,0.9600000000000001,5,66.1,4.406666666666666,15,11.633333333333333,1.9388888889,6,1.3333333333333333,1.3333333333333333,1,11.833333333333334,1.9722222222333334,6,31.433333333333334,3.4925925926666666,9,16.933333333333334,2.8222222222333335,6,0.7666666666666667,0.7666666666666667,1,31.2,4.457142857,7
49,61,21.066666666666666,0.8777777777666668,24,19.7,1.97,10,9.966666666666667,0.9060606060666666,11,10.633333333333333,1.3291666666666666,8,19.3,1.20625,16,5.466666666666667,0.9111111111000001,6,6.7,1.1166666666666667,6,11.0,1.375,8,26.7,1.1608695652333334,23,21.533333333333335,1.7944444444333334,12,5.633333333333334,0.9388888888999999,6,43.86666666666667,3.6555555556666666,12,20.433333333333334,1.0754385965,19,7.566666666666666,1.5133333333333332,5,1.5333333333333334,0.7666666666666667,2,61.46666666666667,3.414814814666667,18
50,62,30.866666666666667,1.4698412698333334,21,5.966666666666667,0.6629629629666667,9,1.3333333333333333,1.3333333333333333,1,4.0,0.5714285714333334,7,20.166666666666668,1.0083333333333333,20,6.7,0.6090909091000001,11,3.533333333333333,0.8833333333333333,4,6.266666666666667,0.7833333333333333,8,30.2,2.157142857133333,14,32.0,2.1333333333333333,15,2.466666666666667,0.8222222222333333,3,0.5333333333333333,0.5333333333333333,1,32.63333333333333,1.7175438596333332,19,54.56666666666667,3.209803921566667,17,0.0,0.0,0,0.0,0.0,0
51,63,21.333333333333332,1.0158730158666667,21,0.0,0.0,0,28.766666666666666,1.5140350877333333,19,3.8666666666666667,1.2888888889,3,27.666666666666668,1.3833333333333333,20,0.7,0.7,1,21.5,1.6538461538333336,13,6.966666666666667,0.9952380952333333,7,21.433333333333334,1.0206349206333334,21,0.0,0.0,0,49.233333333333334,2.5912280701666663,19,17.2,1.4333333333333333,12,30.366666666666667,1.7862745097999997,17,13.9,2.7800000000000002,5,20.166666666666668,2.5208333333333335,8,30.8,3.422222222333333,9
52,64,11.766666666666667,0.9051282051333334,13,10.166666666666666,1.4523809523666669,7,5.633333333333334,1.4083333333333334,4,28.4,2.8400000000000003,10,3.2666666666666666,0.6533333333333334,5,11.6,5.8,2,1.6,0.8,2,30.933333333333334,7.733333333333333,4,17.066666666666666,1.4222222222333334,12,0.5333333333333333,0.5333333333333333,1,5.433333333333334,0.9055555555666666,6,67.76666666666667,4.840476190333334,14,9.3,1.8599999999999999,5,0.0,0.0,0,1.3333333333333333,0.6666666666666666,2,82.73333333333333,11.819047619000001,7
53,65,19.6,0.98,20,2.033333333333333,1.0166666666666666,2,11.833333333333334,0.9102564102666668,13,1.9333333333333333,0.48333333333333334,4,19.966666666666665,0.9983333333333333,20,0.7333333333333333,0.36666666666666664,2,9.3,1.0333333333333334,9,5.766666666666667,0.9611111111,6,74.06666666666666,4.1148148146666665,18,1.3666666666666667,1.3666666666666667,1,8.6,0.9555555555666666,9,11.433333333333334,1.6333333333333333,7,49.3,3.08125,16,2.3,0.7666666666666667,3,3.3,1.1,3,23.5,2.1363636363666667,11
54,66,21.266666666666666,0.8179487179333335,26,4.333333333333333,0.8666666666666667,5,12.5,0.7352941176333334,17,3.6333333333333333,0.7266666666666667,5,19.433333333333334,1.1431372549,17,14.733333333333333,1.1333333333333333,13,3.8666666666666667,0.5523809523666666,7,23.3,1.5533333333333335,15,31.633333333333333,1.0908045977,29,46.0,2.0,23,2.2333333333333334,0.5583333333333333,4,10.566666666666666,0.8128205128333333,13,20.333333333333332,0.9242424242333332,22,30.766666666666666,2.3666666666666667,13,5.466666666666667,1.3666666666666667,4,24.433333333333334,1.5270833333333333,16
55,67,30.7,2.1928571428666666,14,0.0,0.0,0,18.933333333333334,1.8933333333333333,10,0.6333333333333333,0.31666666666666665,2,28.033333333333335,2.002380952366667,14,1.4333333333333333,1.4333333333333333,1,22.8,2.0727272727333332,11,8.066666666666666,1.1523809523666666,7,9.166666666666666,0.7638888889,12,15.8,1.975,8,35.43333333333333,2.3622222222333336,15,25.1,2.51,10,23.766666666666666,1.3203703703666667,18,11.4,1.6285714285666666,7,33.233333333333334,2.7694444444333333,12,21.166666666666668,3.0238095238,7
56,68,18.966666666666665,1.4589743589666666,13,20.466666666666665,1.7055555555666666,12,4.3,1.075,4,10.366666666666667,2.0733333333333333,5,19.333333333333332,2.4166666666666665,8,17.766666666666666,3.5533333333333332,5,0.0,0.0,0,14.566666666666666,1.6185185185333333,9,22.633333333333333,2.0575757575666667,11,7.2,1.0285714285666667,7,14.9,3.725,4,11.6,1.45,8,9.366666666666667,1.3380952381,7,10.7,1.5285714285666667,7,23.866666666666667,5.966666666666667,4,47.2,4.72,10
57,69,7.2,0.5142857143,14,11.433333333333334,1.1433333333333333,10,27.6,1.5333333333333334,18,3.1333333333333333,0.7833333333333333,4,4.6,0.5111111111,9,29.966666666666665,1.6648148148,18,18.266666666666666,1.1416666666666666,16,11.533333333333333,1.2814814814666666,9,8.466666666666667,0.7696969697,11,7.9,1.975,4,46.53333333333333,2.7372549019666663,17,29.933333333333334,1.6629629629666665,18,7.0,0.4375,16,14.666666666666666,1.4666666666666666,10,38.166666666666664,1.5266666666666666,25,27.833333333333332,1.1133333333333333,25
58,70,15.1,1.1615384615333333,13,15.366666666666667,2.5611111111,6,13.766666666666667,1.0589743589666667,13,2.1666666666666665,0.7222222222333332,3,24.9,1.1857142857,21,11.533333333333333,1.6476190476333332,7,11.033333333333333,0.9194444444333334,12,0.8333333333333334,0.4166666666666667,2,29.0,1.2608695652333333,23,1.1666666666666667,0.5833333333333334,2,56.06666666666667,2.8033333333333332,20,4.033333333333333,2.0166666666666666,2,23.533333333333335,1.5688888889,15,4.433333333333334,2.216666666666667,2,58.0,3.2222222222333334,18,6.733333333333333,2.2444444444333334,3
59,71,37.63333333333333,1.5053333333333332,25,1.9,0.6333333333333333,3,9.733333333333333,0.5725490196,17,0.0,0.0,0,36.833333333333336,1.4733333333333334,25,5.5,2.75,2,13.933333333333334,0.6634920635,21,2.8,0.7,4,38.4,1.8285714285666665,21,14.0,1.75,8,23.133333333333333,1.2851851852,18,0.26666666666666666,0.26666666666666666,1,30.7,1.2791666666666666,24,14.733333333333333,1.8416666666666666,8,40.833333333333336,1.7013888889,24,2.8666666666666667,0.9555555555666666,3
60,72,43.13333333333333,3.5944444443333334,12,8.433333333333334,1.2047619047666667,7,4.666666666666667,1.1666666666666667,4,2.8666666666666667,0.9555555555666666,3,52.1,2.2652173912999998,23,14.7,0.98,15,3.3666666666666667,0.8416666666666667,4,4.1,1.025,4,31.866666666666667,1.5174603174666665,21,28.333333333333332,2.1794871795,13,3.3333333333333335,0.8333333333333334,4,30.866666666666667,3.0866666666666664,10,44.166666666666664,2.3245614034999997,19,24.366666666666667,2.2151515151666668,11,0.5333333333333333,0.5333333333333333,1,20.566666666666666,1.8696969697,11
61,73,38.166666666666664,2.3854166666666665,16,0.0,0.0,0,11.6,1.45,8,0.5,0.25,2,19.1,1.7363636363666666,11,0.0,0.0,0,17.433333333333334,2.1791666666666667,8,7.366666666666666,1.0523809523666665,7,38.93333333333333,2.7809523809666667,14,0.3,0.3,1,32.53333333333333,3.253333333333333,10,6.766666666666667,0.8458333333333333,8,46.233333333333334,2.5685185185333332,18,0.5333333333333333,0.5333333333333333,1,25.466666666666665,1.6977777777666667,15,7.666666666666667,0.7666666666666667,10
62,74,55.36666666666667,5.033333333333333,11,0.0,0.0,0,3.2666666666666666,1.0888888889000001,3,0.5333333333333333,0.5333333333333333,1,41.86666666666667,1.6102564102666668,26,0.0,0.0,0,6.766666666666667,0.9666666666666667,7,6.5,0.5909090909,11,82.56666666666666,7.506060606,11,5.8,1.9333333333333333,3,1.6,0.5333333333333333,3,0.6333333333333333,0.6333333333333333,1,66.2,3.677777777666667,18,3.466666666666667,0.8666666666666667,4,15.766666666666667,1.2128205128333331,13,2.3666666666666667,1.1833333333333333,2
63,75,21.166666666666668,1.1759259259333334,18,1.2333333333333334,0.6166666666666667,2,14.9,1.49,10,0.8333333333333334,0.8333333333333334,1,14.3,1.1,13,0.0,0.0,0,9.566666666666666,1.0629629629666666,9,0.9333333333333333,0.4666666666666667,2,46.3,3.0866666666666664,15,11.1,1.3875,8,24.433333333333334,2.0361111111,12,1.9666666666666666,0.9833333333333333,2,13.333333333333334,1.3333333333333333,10,8.9,1.78,5,37.43333333333333,3.1194444444333334,12,19.133333333333333,2.3916666666666666,8
64,77,21.9,1.46,15,8.8,0.9777777777666667,9,7.366666666666666,0.9208333333333333,8,1.7,0.85,2,31.166666666666668,2.5972222222333334,12,5.533333333333333,0.9222222222333333,6,1.8333333333333333,1.8333333333333333,1,0.0,0.0,0,50.5,4.590909091,11,16.8,1.5272727272666666,11,3.7,1.2333333333333334,3,5.466666666666667,2.7333333333333334,2,54.36666666666667,4.182051282,13,10.066666666666666,1.1185185185333333,9,2.566666666666667,0.8555555555666666,3,5.966666666666667,0.9944444444333335,6
65,78,35.233333333333334,1.9574074074,18,0.8,0.8,1,2.433333333333333,0.6083333333333333,4,3.8666666666666667,0.7733333333333333,5,33.03333333333333,1.7385964912333334,19,0.7666666666666667,0.38333333333333336,2,0.0,0.0,0,11.833333333333334,0.7888888889,15,57.166666666666664,2.7222222222333334,21,9.466666666666667,1.0518518518666666,9,4.333333333333333,0.8666666666666667,5,14.233333333333333,1.0948717948666666,13,62.53333333333333,3.2912280701666665,19,10.733333333333333,1.5333333333333334,7,1.1666666666666667,0.38888888890000006,3,15.066666666666666,1.3696969697,11
66,79,1.5666666666666667,0.5222222222333334,3,3.0,1.0,3,19.9,1.6583333333333334,12,8.166666666666666,2.0416666666666665,4,1.2333333333333334,0.30833333333333335,4,1.0666666666666667,1.0666666666666667,1,8.3,2.075,4,38.96666666666667,3.5424242423333334,11,23.566666666666666,2.1424242424333335,11,3.3333333333333335,1.1111111111,3,3.7666666666666666,0.7533333333333334,5,53.166666666666664,5.907407407333333,9,22.0,2.0,11,0.0,0.0,0,0.23333333333333334,0.23333333333333334,1,59.53333333333333,4.579487179333333,13
67,80,13.666666666666666,1.1388888889,12,17.833333333333332,3.566666666666667,5,17.0,1.5454545454666664,11,17.466666666666665,1.7466666666666666,10,5.833333333333333,0.9722222222333332,6,17.6,2.5142857143,7,9.066666666666666,2.2666666666666666,4,24.933333333333334,2.7703703703666664,9,5.166666666666667,1.2916666666666667,4,21.0,3.5,6,10.333333333333334,2.066666666666667,5,60.7,12.139999999999999,5,4.633333333333334,4.633333333333334,1,51.53333333333333,12.883333333333333,4,1.0333333333333334,1.0333333333333334,1,22.0,4.4,5
