,Dyad,TotalDurationFaceLog1_0s,MeanDurationFaceLog1_0s,FrequencyFace1_0s,TotalDurationMonitorLog1_0s,MeanDurationMonitorLog1_0s,FrequencyMonitor1_0s,TotalDurationKeyboardLog1_0s,MeanDurationKeyboardLog1_0s,FrequencyKeyboard1_0s,TotalDurationAroundLog1_0s,MeanDurationAroundLog1_0s,FrequencyAround1_0s,TotalDurationFaceLog1_200s,MeanDurationFaceLog1_200s,FrequencyFace1_200s,TotalDurationMonitorLog1_200s,MeanDurationMonitorLog1_200s,FrequencyMonitor1_200s,TotalDurationKeyboardLog1_200s,MeanDurationKeyboardLog1_200s,FrequencyKeyboard1_200s,TotalDurationAroundLog1_200s,MeanDurationAroundLog1_200s,FrequencyAround1_200s,TotalDurationFaceLog2_0s,MeanDurationFaceLog2_0s,FrequencyFace2_0s,TotalDurationMonitorLog2_0s,MeanDurationMonitorLog2_0s,FrequencyMonitor2_0s,TotalDurationKeyboardLog2_0s,MeanDurationKeyboardLog2_0s,FrequencyKeyboard2_0s,TotalDurationAroundLog2_0s,MeanDurationAroundLog2_0s,FrequencyAround2_0s,TotalDurationFaceLog2_200s,MeanDurationFaceLog2_200s,FrequencyFace2_200s,TotalDurationMonitorLog2_200s,MeanDurationMonitorLog2_200s,FrequencyMonitor2_200s,TotalDurationKeyboardLog2_200s,MeanDurationKeyboardLog2_200s,FrequencyKeyboard2_200s,TotalDurationAroundLog2_200s,MeanDurationAroundLog2_200s,FrequencyAround2_200s
20,29,13.2,0.66,20,15.433333333333334,1.5433333333333332,10,17.466666666666665,1.4555555555666666,12,10.866666666666667,2.716666666666667,4,2.8,0.56,5,18.566666666666666,2.0629629629666666,9,9.866666666666667,1.0962962963,9,31.0,4.428571428666667,7,0.5,0.5,1,2.6,2.6,1,5.166666666666667,1.2916666666666667,4,82.86666666666666,27.622222222333335,3,3.2,1.0666666666666667,3,10.7,2.675,4,11.033333333333333,1.1033333333333333,10,70.7,10.1,7
21,30,11.066666666666666,1.1066666666666667,10,5.466666666666667,1.3666666666666667,4,24.566666666666666,4.094444444333333,6,7.966666666666667,1.3277777777666666,6,16.966666666666665,1.2119047619,14,1.2333333333333334,0.6166666666666667,2,6.033333333333333,1.5083333333333333,4,4.933333333333334,1.6444444444333333,3,23.933333333333334,1.8410256410333334,13,8.033333333333333,1.1476190476333334,7,35.6,3.56,10,17.233333333333334,5.744444444333333,3,9.733333333333333,1.3904761904666667,7,5.166666666666667,2.5833333333333335,2,28.3,9.433333333333334,3,33.53333333333333,4.191666666666666,8
22,31,5.566666666666666,0.5060606060666667,11,16.133333333333333,1.2410256410333331,13,6.766666666666667,0.7518518518666666,9,23.333333333333332,1.5555555555666667,15,4.733333333333333,0.43030303030000006,11,13.766666666666667,0.9833333333333333,14,6.833333333333333,0.9761904761999999,7,22.7,1.6214285714333334,14,11.733333333333333,0.6518518518666666,18,18.266666666666666,1.2177777777666667,15,7.2,0.8,9,55.6,3.0888888889,18,19.366666666666667,0.8069444444333335,24,17.133333333333333,1.2238095238,14,4.066666666666666,0.5809523809666667,7,49.733333333333334,1.9128205128333333,26
23,32,15.033333333333333,0.6536231884,23,8.6,1.075,8,15.233333333333333,1.0880952381,14,8.666666666666666,1.4444444444333333,6,18.1,1.0647058823666666,17,14.666666666666666,1.1282051282,13,26.5,2.0384615384666662,13,19.1,2.3875,8,14.766666666666667,0.7383333333333333,20,19.966666666666665,1.5358974359,13,37.96666666666667,1.5819444444333333,24,20.033333333333335,2.0033333333333334,10,8.7,0.87,10,22.933333333333334,2.084848484833333,11,4.833333333333333,0.9666666666666667,5,62.1,5.175,12
24,33,20.166666666666668,1.0614035087666667,19,6.466666666666667,0.8083333333333333,8,6.6,0.66,10,9.633333333333333,1.6055555555666667,6,24.933333333333334,1.1333333333333333,22,3.3,1.1,3,15.766666666666667,0.7883333333333333,20,17.433333333333334,1.0895833333333333,16,19.033333333333335,1.1196078431333334,17,13.966666666666667,1.9952380952333333,7,27.0,1.4210526315666667,19,26.2,2.183333333333333,12,21.7,1.2055555555666666,18,10.166666666666666,1.6944444444333333,6,28.933333333333334,1.5228070175333335,19,23.966666666666665,1.8435897436,13
25,34,7.866666666666666,0.7866666666666667,10,5.9,0.8428571428666666,7,7.833333333333333,0.7121212121333333,11,8.233333333333333,0.8233333333333334,10,10.2,1.4571428571333334,7,1.8,0.9,2,12.1,1.7285714285666667,7,29.066666666666666,3.2296296296333336,9,34.266666666666666,1.4898550724666666,23,5.466666666666667,1.3666666666666667,4,12.066666666666666,1.0969696969666667,11,38.2,3.183333333333333,12,26.533333333333335,1.4740740740666667,18,5.066666666666666,1.0133333333333332,5,13.9,1.1583333333333334,12,41.43333333333333,3.7666666666666666,11
26,35,9.266666666666667,0.6619047619,14,9.9,1.2375,8,4.6,1.15,4,4.133333333333334,1.0333333333333334,4,2.8,0.4,7,9.633333333333333,0.8757575757666667,11,9.0,3.0,3,10.166666666666666,1.0166666666666666,10,12.966666666666667,0.9974358974333335,13,42.06666666666667,2.474509803933333,17,2.8666666666666667,0.7166666666666667,4,33.1,2.3642857143000002,14,18.133333333333333,1.6484848485,11,25.566666666666666,5.113333333333333,5,0.0,0.0,0,37.2,4.133333333333334,9
27,36,16.333333333333332,0.9607843137333333,17,23.633333333333333,1.3129629629666666,18,6.0,0.75,8,14.466666666666667,1.1128205128333333,13,5.033333333333333,0.6291666666666667,8,17.666666666666668,1.3589743589666667,13,19.4,1.6166666666666667,12,19.3,2.757142857133333,7,11.0,0.7857142856999999,14,29.833333333333332,1.9888888889,15,23.266666666666666,1.6619047619,14,32.1,2.00625,16,12.433333333333334,1.2433333333333332,10,24.566666666666666,1.8897435897333332,13,27.833333333333332,2.1410256410333335,13,20.066666666666666,1.6722222222333334,12
28,37,23.133333333333333,0.9638888888999999,24,8.333333333333334,0.7575757575666666,11,7.2,0.5142857143,14,19.933333333333334,1.4238095238,14,21.666666666666668,1.0317460317333333,21,10.966666666666667,0.9138888889,12,0.6,0.3,2,21.866666666666667,1.2862745098,17,27.6,1.0222222222333333,27,13.466666666666667,0.8416666666666667,16,4.966666666666667,0.7095238095333333,7,47.733333333333334,1.9888888889,24,27.633333333333333,1.842222222233333,15,10.033333333333333,1.4333333333333333,7,1.4,0.7,2,51.43333333333333,3.428888889,15
29,38,15.233333333333333,1.0155555555666667,15,17.7,1.475,12,4.966666666666667,0.5518518518666666,9,22.0,1.1,20,13.566666666666666,1.0435897436000001,13,22.666666666666668,2.0606060606,11,9.466666666666667,0.8606060606000001,11,12.1,1.1,11,8.966666666666667,0.9962962963,9,37.46666666666667,2.6761904762,14,10.333333333333334,1.4761904762,7,17.6,1.4666666666666666,12,11.9,1.3222222222333333,9,30.266666666666666,2.3282051282,13,4.066666666666666,0.8133333333333332,5,30.166666666666668,2.3205128205,13
30,41,19.266666666666666,1.6055555555666667,12,2.966666666666667,0.7416666666666667,4,19.133333333333333,1.7393939394,11,0.0,0.0,0,10.7,1.5285714285666667,7,0.7,0.35,2,29.933333333333334,2.4944444444333334,12,1.3666666666666667,1.3666666666666667,1,44.43333333333333,1.9318840579666665,23,4.6,2.3,2,37.13333333333333,2.4755555555666664,15,4.866666666666666,0.9733333333333333,5,33.733333333333334,2.2488888889,15,8.033333333333333,1.6066666666666667,5,40.13333333333333,3.648484848333333,11,0.36666666666666664,0.36666666666666664,1
31,42,13.6,1.2363636363666666,11,8.566666666666666,1.7133333333333334,5,1.7,0.85,2,17.933333333333334,2.9888888889,6,11.8,0.9833333333333333,12,4.266666666666667,1.4222222222333334,3,4.8,0.9600000000000001,5,33.333333333333336,3.3333333333333335,10,11.2,0.8,14,23.833333333333332,1.8333333333333333,13,15.833333333333334,1.2179487179333333,13,37.6,3.76,10,9.566666666666666,1.1958333333333333,8,28.366666666666667,2.5787878788,11,7.966666666666667,0.7966666666666666,10,45.56666666666667,3.0377777777666664,15
32,43,21.433333333333334,1.1280701754333333,19,12.6,1.26,10,17.333333333333332,1.1555555555666668,15,4.833333333333333,0.8055555555666666,6,7.133333333333334,0.7925925926,9,11.966666666666667,1.1966666666666665,10,21.0,2.3333333333333335,9,20.2,3.3666666666666667,6,14.066666666666666,1.2787878788,11,23.666666666666668,2.3666666666666667,10,7.066666666666666,2.3555555555666667,3,35.36666666666667,5.894444444333333,6,17.833333333333332,1.6212121212000001,11,20.7,1.4785714285666667,14,1.8666666666666667,1.8666666666666667,1,52.8,5.866666666666666,9
33,44,24.066666666666666,1.0027777777666667,24,12.766666666666667,0.8511111111,15,0.0,0.0,0,10.566666666666666,1.5095238095333334,7,25.733333333333334,1.7155555555666666,15,5.9,0.9833333333333333,6,0.0,0.0,0,9.3,0.8454545454666668,11,25.0,1.9230769230666667,13,16.733333333333334,2.7888888889,6,0.0,0.0,0,25.4,3.175,8,25.033333333333335,1.7880952381,14,7.9,1.5799999999999998,5,0.0,0.0,0,14.833333333333334,2.4722222222333334,6
34,45,28.366666666666667,1.3507936508,21,1.1666666666666667,1.1666666666666667,1,28.366666666666667,1.5759259259333334,18,1.8333333333333333,0.4583333333333333,4,20.133333333333333,1.5487179487333333,13,4.633333333333334,0.7722222222333333,6,30.966666666666665,2.2119047619,14,4.033333333333333,0.6722222222333334,6,22.233333333333334,1.3078431372666666,17,15.866666666666667,1.5866666666666667,10,40.4,4.04,10,6.266666666666667,1.5666666666666667,4,29.933333333333334,1.4253968254,21,5.7,1.425,4,32.96666666666667,2.060416666666667,16,15.9,1.325,12
35,47,28.7,1.5944444444333332,18,0.16666666666666666,0.16666666666666666,1,9.466666666666667,0.8606060606000001,11,0.0,0.0,0,21.566666666666666,2.1566666666666667,10,0.0,0.0,0,15.166666666666666,1.6851851852000002,9,3.9,1.95,2,34.86666666666667,2.3244444444333334,15,3.0,1.5,2,21.733333333333334,1.8111111111,12,3.533333333333333,0.8833333333333333,4,18.866666666666667,2.3583333333333334,8,2.7666666666666666,1.3833333333333333,2,27.3,2.73,10,6.366666666666666,1.5916666666666666,4
36,48,36.93333333333333,1.3679012345666666,27,5.366666666666666,0.6708333333333333,8,14.333333333333334,0.8431372548999999,17,2.1,0.7,3,36.63333333333333,1.4653333333333334,25,6.133333333333334,0.8761904761999999,7,7.933333333333334,0.9916666666666667,8,5.633333333333334,0.9388888888999999,6,46.333333333333336,2.106060606066667,22,7.2,0.7200000000000001,10,9.366666666666667,0.6690476190333333,14,0.6666666666666666,0.6666666666666666,1,49.1,2.888235294133333,17,7.233333333333333,0.9041666666666667,8,3.933333333333333,0.6555555555666667,6,5.133333333333334,1.2833333333333334,4
37,49,14.9,0.9933333333333334,15,17.8,2.225,8,18.266666666666666,1.2177777777666667,15,0.0,0.0,0,15.933333333333334,0.7966666666666666,20,14.733333333333333,1.2277777777666665,12,14.966666666666667,0.9354166666666667,16,4.2,0.7,6,16.2,0.9529411764666667,17,66.3,4.14375,16,2.2,1.1,2,0.0,0.0,0,7.2,1.8,4,63.333333333333336,12.666666666666666,5,0.6333333333333333,0.6333333333333333,1,0.0,0.0,0
38,50,20.166666666666668,1.3444444444333332,15,8.566666666666666,2.8555555555666667,3,12.333333333333334,1.1212121212,11,20.066666666666666,2.2296296296333336,9,3.1333333333333333,0.7833333333333333,4,9.933333333333334,9.933333333333334,1,15.333333333333334,2.555555555566667,6,34.8,11.6,3,33.766666666666666,2.2511111111,15,7.766666666666667,1.1095238095333333,7,2.1,1.05,2,39.9,2.6599999999999997,15,7.7,1.1,7,12.4,2.48,5,4.9,2.45,2,65.46666666666667,5.9515151516666664,11
39,51,28.533333333333335,1.7833333333333334,16,0.0,0.0,0,7.166666666666667,0.5972222222333333,12,1.1333333333333333,0.5666666666666667,2,40.766666666666666,2.9119047619000002,14,0.3,0.3,1,6.566666666666666,0.5969696969666667,11,0.8333333333333334,0.8333333333333334,1,35.166666666666664,1.5984848485,22,12.933333333333334,1.8476190476333332,7,29.4,1.8375,16,13.166666666666666,1.1969696969666666,11,30.333333333333332,1.5166666666666666,20,14.3,1.7875,8,26.133333333333333,2.1777777777666665,12,20.433333333333334,2.2703703703666664,9
40,52,19.566666666666666,1.0870370370333333,18,7.133333333333334,0.5944444444333333,12,3.1,0.62,5,4.266666666666667,0.7111111110999999,6,15.166666666666666,0.7583333333333333,20,6.733333333333333,0.7481481481333334,9,0.43333333333333335,0.43333333333333335,1,5.666666666666667,0.9444444444333334,6,34.86666666666667,1.0895833333333333,32,21.366666666666667,1.4244444444333335,15,16.3,0.9588235293999999,17,14.166666666666666,1.7708333333333333,8,29.933333333333334,1.5754385965,19,3.4,0.85,4,26.366666666666667,1.8833333333333333,14,15.066666666666666,1.6740740740666666,9
41,53,27.266666666666666,1.947619047633333,14,25.833333333333332,1.9871794871666668,13,2.4,1.2,2,5.633333333333334,1.4083333333333334,4,20.833333333333332,1.8939393939333333,11,20.7,1.4785714285666667,14,1.4666666666666666,0.7333333333333333,2,9.033333333333333,1.8066666666666669,5,32.56666666666667,1.9156862745,17,33.43333333333333,2.089583333333333,16,0.0,0.0,0,7.6,1.2666666666666666,6,19.966666666666665,2.495833333333333,8,25.666666666666668,2.566666666666667,10,0.9,0.45,2,25.733333333333334,6.433333333333334,4
42,54,27.4,0.8303030303,33,13.4,1.34,10,16.533333333333335,0.8266666666666667,20,2.6,0.52,5,19.833333333333332,0.9444444444333334,21,2.2666666666666666,0.7555555555666665,3,18.5,1.2333333333333334,15,27.2,2.0923076923,13,43.5,1.8913043478333333,23,16.433333333333334,1.4939393939333334,11,20.066666666666666,0.9555555555666666,21,8.3,2.075,4,54.46666666666667,2.3681159420333335,23,13.3,1.4777777777666665,9,13.233333333333333,0.8822222222333332,15,9.266666666666667,1.1583333333333334,8
43,55,14.366666666666667,0.7561403508666665,19,2.4,0.6,4,17.866666666666667,1.3743589743666667,13,2.8,0.7,4,10.0,1.4285714285666666,7,1.2666666666666666,0.6333333333333333,2,5.433333333333334,0.9055555555666666,6,6.866666666666666,1.7166666666666666,4,14.9,1.2416666666666667,12,3.0,0.75,4,40.7,2.7133333333333334,15,10.866666666666667,2.1733333333333333,5,35.266666666666666,1.679365079366667,21,3.2666666666666666,0.8166666666666667,4,18.333333333333332,1.8333333333333333,10,26.766666666666666,1.9119047619,14
