,Dyad,TotalDurationFaceLog1_0s,MeanDurationFaceLog1_0s,FrequencyFace1_0s,TotalDurationMonitorLog1_0s,MeanDurationMonitorLog1_0s,FrequencyMonitor1_0s,TotalDurationKeyboardLog1_0s,MeanDurationKeyboardLog1_0s,FrequencyKeyboard1_0s,TotalDurationAroundLog1_0s,MeanDurationAroundLog1_0s,FrequencyAround1_0s,TotalDurationFaceLog1_200s,MeanDurationFaceLog1_200s,FrequencyFace1_200s,TotalDurationMonitorLog1_200s,MeanDurationMonitorLog1_200s,FrequencyMonitor1_200s,TotalDurationKeyboardLog1_200s,MeanDurationKeyboardLog1_200s,FrequencyKeyboard1_200s,TotalDurationAroundLog1_200s,MeanDurationAroundLog1_200s,FrequencyAround1_200s,TotalDurationFaceLog2_0s,MeanDurationFaceLog2_0s,FrequencyFace2_0s,TotalDurationMonitorLog2_0s,MeanDurationMonitorLog2_0s,FrequencyMonitor2_0s,TotalDurationKeyboardLog2_0s,MeanDurationKeyboardLog2_0s,FrequencyKeyboard2_0s,TotalDurationAroundLog2_0s,MeanDurationAroundLog2_0s,FrequencyAround2_0s,TotalDurationFaceLog2_200s,MeanDurationFaceLog2_200s,FrequencyFace2_200s,TotalDurationMonitorLog2_200s,MeanDurationMonitorLog2_200s,FrequencyMonitor2_200s,TotalDurationKeyboardLog2_200s,MeanDurationKeyboardLog2_200s,FrequencyKeyboard2_200s,TotalDurationAroundLog2_200s,MeanDurationAroundLog2_200s,FrequencyAround2_200s
24,33,3.0524276172305362,0.7233870657496635,19,2.0104486701928845,0.5924056107584136,8,2.028148247292285,0.5068176023684519,10,2.3639937211226894,0.9576459175560689,6,3.2555291425162363,0.7576857016975165,22,1.4586150226995167,0.7419373447293771,3,2.819392788437584,0.5812840874145521,20,2.9141606198601795,0.736964684059999,16,2.997397552873052,0.7512310919208368,17,2.705825506080099,1.0970237259829718,7,3.332204510175204,0.8842024173226545,19,3.3032169733019514,1.157928865824529,12,3.122364924487357,0.7909794297969801,18,2.412933150162911,0.9911920400472729,6,3.398972686640044,0.9253721774523963,19,3.217541601855064,1.0450672482266747,13
25,34,2.1822989271195437,0.5803516864146009,10,1.9315214116032138,0.6113171623123131,7,2.1785324443240666,0.537733076685915,11,2.222820124525183,0.6006663277657801,10,2.4159137783010487,0.8989992347640942,7,1.0296194171811581,0.6418538861723947,2,2.5726122302071057,1.003778185997271,7,3.403417138400468,1.4421144312175807,9,3.5629382307560893,0.9122245049528955,23,1.8666607774011728,0.8614824953791601,4,2.570064458128307,0.7404933011571435,11,3.6686767467964168,1.4311083769096833,12,3.3153973918588227,0.9058662145382709,18,1.80280930541464,0.6997917232786138,5,2.7013612129514133,0.7693363189174917,12,3.747934216895251,1.5616472485977517,11
26,35,2.328902401311419,0.5079643914849585,14,2.388762789235098,0.8053591711668733,8,1.7227665977411035,0.7654678421395714,4,1.6357552207514738,0.7096764825111558,4,1.33500106673234,0.3364722366212129,7,2.3639937211226894,0.6290126182240702,11,2.302585092994046,1.3862943611198906,3,2.412933150162911,0.7014459833746404,10,2.6366735382599824,0.6918643067470561,13,3.7627493026803918,1.2454534054466548,17,1.3523928094442093,0.5403844260075351,4,3.529297384289471,1.2132156714071134,14,2.951432014657411,0.9739877211950095,11,3.2796572971280598,1.8104721781602091,5,0.0,0.0,0,3.6428355156125294,1.6357552207514738,9
27,36,2.8526314299133175,0.6733445532637655,17,3.2041005392860464,0.8385293705672576,18,1.9459101490553132,0.5596157879354227,8,2.7386871705641,0.7480237907857796,13,1.7972996496036704,0.48806863664337446,8,2.9267394020670396,0.858226930919394,13,3.0155349008501706,0.9619012431262072,12,3.0106208860477417,1.3236587901284056,7,2.4849066497880004,0.579818495252942,14,3.42859635585027,1.094901709271574,15,3.1891036665345305,0.9790419424376304,14,3.4995332823830174,1.1006934548719343,16,2.5977391802845275,0.8079628549885267,10,3.241289419705101,1.0611677749160842,13,3.361532125269724,1.1445493838551353,13,3.0476920124847022,0.9829104192155509,12
28,37,3.183594010723561,0.6749266344464171,24,2.2335922215070942,0.5639354490799392,11,2.1041341542702074,0.4149438520627081,14,3.0413427848060435,0.8853404858330541,14,3.120895416507997,0.7088955375280844,21,2.4821250068261236,0.6491372395635028,12,0.47000362924573563,0.26236426446749106,2,3.12968024606373,0.8269236411920662,17,3.353406717825807,0.7041970167465302,27,2.6718471524382497,0.6106709587357069,16,1.7861884241785997,0.5362148577708102,7,3.8863632586475685,1.094901709271574,24,3.3545715403221,1.0445862188144772,15,2.4009209937149074,0.8892620594862358,7,0.8754687373538999,0.5306282510621704,2,3.959542521396122,1.4881487374484292,15
29,38,2.7870667414204346,0.700894867350771,15,2.928523523860541,0.9062403960206534,12,1.7861884241785997,0.43944896092376295,9,3.1354942159291497,0.7419373447293773,20,2.678735813433435,0.7147079396665229,13,3.164067588373206,1.1186129553747792,11,2.348195604246098,0.6209022736866165,11,2.5726122302071057,0.7419373447293771,11,2.299246191728531,0.6912936119106224,9,3.6497920654058897,1.3018770193073075,14,2.4277482359480516,0.9067212808580044,7,2.9231615807191558,0.9028677115420144,12,2.5572273113676265,0.8425245816345458,9,3.442552567344069,1.2024331581403431,13,1.622683139184121,0.5951667721997416,5,3.439349147626532,1.200119235009946,13
30,41,3.008977500304012,0.9576459175560689,12,1.377926111449374,0.554842509182765,4,3.0023768162726596,1.0077367059316504,11,0.0,0.0,0,2.4595888418037104,0.9276544905244701,7,0.5306282510621704,0.30010459245033816,2,3.4318343511240452,1.25117440581023,12,0.8614824953791601,0.8614824953791601,1,3.816246050034377,1.0756452395764404,23,1.7227665977411035,1.1939224684724346,2,3.6410887902775877,1.245754338340891,15,1.7692866133759964,0.6797241602278046,5,3.547699840651157,1.1783130575453584,15,2.2009214392175456,0.95807226588911,5,3.7168188228031775,1.5365413274666755,11,0.31237468504215243,0.31237468504215243,1
31,42,2.681021528714291,0.8048511701399466,11,2.2582848340974655,0.9981778913463393,5,0.9932517730102834,0.6151856390902335,2,2.940924037058996,1.3835127181580138,6,2.5494451709255714,0.6847789308894288,12,1.6613976513648114,0.884685392458824,3,1.7578579175523736,0.6729444732424258,5,3.5361166995615263,1.4663370687934272,10,2.501435951739211,0.587786664902119,14,3.2121868367174042,1.041453874828161,13,2.8233610476132047,0.7965827678081873,13,3.653252276470785,1.5602476682433286,10,2.3577043922151253,0.786561625199371,8,3.379860244274024,1.2750241617368363,11,2.1935139979396836,0.5859330962527961,10,3.8408849775948064,1.3956944856318059,15
32,43,3.1105479479825724,0.7552155481154542,19,2.6100697927420065,0.8153648132841944,10,2.908720896564361,0.768048488733063,15,1.7635885922613586,0.590868331439527,6,2.0959708436310462,0.583662947718257,9,2.562381961956291,0.7869410598463062,10,3.091042453358316,1.2039728043259361,9,3.054001181677967,1.4739999415389964,6,2.7124847981700757,0.8236436694893139,11,3.20545280453606,1.213923135179104,10,2.087740344494531,1.2106173470446047,3,3.5936526041709156,1.930715934314397,6,2.9356283494842854,0.9636368524713533,11,3.077312260546414,0.907682357337555,14,1.0531499145913523,1.0531499145913523,1,3.9852734671677386,1.9266787871274256,9
33,44,3.2215389422876846,0.6945351058347934,24,2.6222502112988773,0.6157860594024773,15,0.0,0.0,0,2.448127398284704,0.9200930178238936,7,3.2859112262043593,0.9989965569671752,15,1.9315214116032138,0.6847789308894288,6,0.0,0.0,0,2.33214389523559,0.6127256132493712,11,3.258096538021482,1.0726368022648491,13,2.875446107679489,1.3320728069532517,6,0.0,0.0,0,3.2733640101522705,1.4291143583028187,8,3.2593777681775307,1.0253586523203033,14,2.186051276738094,0.9477893989335261,5,0.0,0.0,0,2.762117422372486,1.2447947988461912,6
34,45,3.379860244274024,0.8547529948822205,21,0.7731898882334819,0.7731898882334819,1,3.379860244274024,0.9462090523651229,18,1.041453874828161,0.377294231141468,4,3.0508515727750707,0.9355904675328819,13,1.7287013332609182,0.5722342518946342,6,3.4646936932212826,1.1668641449303419,14,1.6160824551527688,0.5141534138586652,6,3.1455880290983687,0.8363133815419052,17,2.8253392876253103,0.9503700455270178,10,3.7232808808312687,1.6174060820832772,10,1.9832976811269336,0.9426080401915283,4,3.4318343511240452,0.8859951503408875,21,1.9021075263969205,0.8858315243894465,4,3.5253796515605695,1.1185510722719407,16,2.8273136219290276,0.8437200390393197,12
35,47,3.391147045808654,0.9533724067786868,18,0.15415067982725836,0.15415067982725836,1,2.348195604246098,0.6209022736866165,11,0.0,0.0,0,3.1164738912501195,1.1495166185298773,10,0.0,0.0,0,2.782951509275328,0.9877496958563,9,1.589235205116581,1.0818051703517284,2,3.5798083590595744,1.201302575770057,15,1.3862943611198906,0.9162907318741551,2,3.123832276181307,1.033579818397255,12,1.5114575040738967,0.6330432564902398,4,2.9890432854031945,1.211444819164637,8,1.3261904370501851,0.8685000680378065,2,3.342861804649192,1.3164082336557241,10,1.9969653198555974,0.9523011693971882,4
36,48,3.635830233024121,0.8620040077768989,27,1.8510760463844744,0.5133225039645779,8,2.7300291078209855,0.6114691495456782,17,1.1314021114911006,0.5306282510621705,3,3.6278901824875067,0.9023270248567689,25,1.9647786333596962,0.6292433785804651,7,2.1897895988487015,0.6889718091494647,8,1.892107443062337,0.6621150713122169,6,3.8572147689331513,1.1333552371119826,22,2.1041341542702074,0.5423242908253617,10,2.338595530517079,0.5122531757571761,14,0.5108256237659906,0.5108256237659906,1,3.914021008090819,1.3579554028014245,17,2.108190954965822,0.6440444675522135,8,1.5960148921019597,0.5041366356151941,6,1.8137383759468304,0.8256363636060242,4
