,Dyad,TotalDurationAround1,MeanDurationAround1,FrequencyAround1,TotalDurationMonitor1,MeanDurationMonitor1,FrequencyMonitor1,TotalDurationKeyboard1,MeanDurationKeyboard1,FrequencyKeyboard1,TotalDurationFace1,MeanDurationFace1,FrequencyFace1,TotalDurationAround2,MeanDurationAround2,FrequencyAround2,TotalDurationMonitor2,MeanDurationMonitor2,FrequencyMonitor2,TotalDurationKeyboard2,MeanDurationKeyboard2,FrequencyKeyboard2,TotalDurationFace2,MeanDurationFace2,FrequencyFace2
23,32,4.05871738457895,1.0021903800110943,33,4.212621303146474,0.8133033589508011,53,4.243243379894411,0.8202148268783446,54,4.690736074317738,0.7534449515808573,96,4.952064118071719,1.5896130626687812,36,4.279901619874203,1.0733714777964662,37,3.9957512209588586,0.9261467631374565,35,3.581665369806787,0.6162836956406643,41
24,33,4.22829253473184,0.9171792259352702,45,3.3440389678222067,0.6993010461343236,27,3.8897773964808264,0.6350078936644047,54,5.063649329381873,1.039399783041223,86,4.432798960047305,1.1246589976062105,40,3.7192469907303325,0.9350873228681794,26,4.6024999574322125,0.9238518182691858,65,4.367758662876176,0.841469772011004,59
25,34,4.729450586498428,1.2054300753239144,48,3.58351893845611,0.8754687373538999,25,3.704588747819116,0.842045998232255,30,4.737367355599478,1.0707319263986583,59,4.641502115235482,1.2203495975075966,43,3.0696021221204464,0.8256363636060242,16,4.05814151355814,0.7388801732868278,52,4.794963757620747,0.9233543333929051,79
26,35,4.581560320348958,1.1032312345244042,48,4.358843299218225,0.9098598415438647,52,2.9496883350525844,0.9196185219668299,12,4.691959316060482,0.9084058464279854,73,4.833632898779901,1.5639755383573433,33,4.636991798311048,1.458114772564022,31,1.3523928094442093,0.5403844260075351,4,4.265960873656992,1.1008320454064227,35
27,36,4.48863636973214,1.0691984034618165,46,4.696533192002064,1.0549526191356302,58,3.6938669956249757,0.8551487348629424,29,4.177970585733921,0.7454887758627512,58,4.460144413937834,1.160744069775116,39,4.610489347465691,1.1228531280409486,48,4.335982696172475,1.0279172891106276,42,3.702946711325372,0.7135516219137505,38
28,37,4.585647519499227,0.9229352745928237,64,4.051205069561483,0.7558089416846563,50,2.7746698884436056,0.45628820650081603,26,4.886079374152444,0.9641790589797,81,5.019925341003349,1.266708854530717,59,3.688045773365359,0.7335246318410502,36,2.222820124525183,0.46253533463820967,14,4.638604962074329,0.9013221161802336,70
29,38,4.254666635953901,0.8267171526871829,54,4.530087379863735,1.0826462638227614,47,3.543853682063679,0.646112231854972,37,4.665324108807838,0.934939290952228,68,4.688285092698598,1.191124661848087,47,4.906755163608864,1.2896106894877533,51,2.9249520914929437,0.7772840597661449,15,3.7256934272366524,0.725512465061977,38
30,41,3.386647600647424,0.7620511592071566,25,2.51500468094528,0.6664038555844345,12,4.851769813338643,1.410193480314135,41,4.898585790287632,1.192353840699808,58,2.9444389791664403,0.6418538861723947,20,2.8449093838194073,0.9631743177730056,10,4.915102867374692,1.5600920383309456,36,4.878753334060371,1.1666756636491165,59
31,42,4.700783350191037,1.2628996793559826,43,4.097672352314776,1.0274525690960679,33,2.8810693652338513,0.6602030248405912,18,4.753015313252073,1.0592312712278027,61,4.968655221855373,1.6029353349465336,36,4.45318382899021,1.1737848568456035,38,3.6018680771243066,0.732756318654991,33,3.6270040503958487,0.7306696198830349,34
32,43,4.264556050199543,1.1395150880043758,33,4.151564702551992,0.9263215553421693,41,4.113057271154255,0.9176231771079337,40,4.6839813664123815,0.9464204733261843,68,5.188874455166655,2.0613297917367897,26,4.107589788972121,1.0746720811221013,31,2.714694743820879,1.1033628914267075,7,3.8884131397890123,0.8958818602429481,33
33,44,4.01397772795114,0.8881800034744374,38,3.8877303128591016,0.7354226637081834,44,0.0,0.0,0,5.292466952869861,1.3211383654335247,72,4.742610595109329,1.328131138467919,41,3.871895214337367,1.1754753434242664,21,1.1735135968412274,0.7498425242364906,2,4.927253685157205,1.2005772153247978,59
34,45,3.5370871023548047,0.6986873609355606,33,3.40452517175483,0.7510531781373868,26,4.513785624186239,1.0315223673272444,50,4.9990124542682635,1.095303517413595,74,3.8663280461660166,1.0050700923845652,27,3.333394278310793,0.8849267925806962,19,4.741447804280639,1.2758705435055175,44,4.732683506287051,1.0566322164272268,60
35,47,3.7765850345330416,1.049097224140729,23,2.4821250068261236,0.5220128131565551,16,4.14946386144318,0.8571866925164509,46,5.220175628663746,1.3661186483629688,63,4.107041393016508,1.096016329487288,30,2.9789251552376097,0.8903152454708945,13,4.572646994282532,1.2402305523485602,39,4.842348126266105,1.177372122528757,56
36,48,3.3967430313127753,0.6740776178395945,30,3.553441483218832,0.5921861440616036,42,3.880876276431309,0.6674874337793677,50,5.2508762919479,1.0260190532559803,106,3.7192469907303325,0.9844684564042654,24,3.793989938516553,0.7100667264185474,42,2.932082246477535,0.4913515139306117,28,5.296148349263197,1.303818139295652,74
37,49,3.7534179752515073,0.7689072264414809,36,4.219997781147689,1.0001918639573424,39,4.3489867805956814,0.8306959165724552,59,4.752727750345706,0.7927543352260465,95,1.892107443062337,0.754555808688589,5,5.416840868732144,1.8266725676879354,43,1.8082887711792655,0.6151856390902335,6,4.191168746857641,0.857071372214184,48
38,50,4.827513417131532,1.8184825393688087,24,3.6189933266497696,1.4586150226995167,11,4.022371062597012,1.0615348708852101,29,4.4539596242191895,1.2738945372168278,33,5.332557749702738,2.1550585158106443,27,3.183594010723561,0.8943858964861051,16,2.0794415416798357,1.0116009116784799,4,4.1728476237100445,1.1410330045520618,30
39,51,2.9159673050851285,0.706779329350003,17,2.049841071903545,0.5606734294935583,9,3.2859112262043593,0.48713251150870274,41,5.525585732439196,1.6159756346644978,62,4.088214701846564,1.0212875450366101,33,3.6805112044434196,0.9862493204810654,23,4.456283405280375,1.1078289437730338,42,4.7751942149716395,1.1686388674844561,53
40,52,3.7773481021015445,0.8135411837570491,34,4.051205069561483,0.7157297697600784,54,2.204604684633842,0.4827426550231653,13,5.266654686039195,1.2354960025337338,79,4.143134726391533,1.2192402764567245,26,3.654977902438255,0.8324092478934529,29,4.203198967134183,0.9736157984934245,40,4.908479514325571,1.0184355564191392,76
41,53,3.5361166995615263,0.8708283577973979,24,4.719093932306405,1.1050561289274994,55,2.2582848340974655,0.6687785895429875,9,4.9974374736299465,1.2627295569997936,58,3.914021008090819,1.1730448834508793,22,4.805113344131866,1.2304199743407842,50,0.6418538861723947,0.371563556432483,2,4.866508283100271,1.274617643895268,50
42,54,4.089332020398556,1.0840625076533785,30,3.2202082701019794,0.7628805185746207,21,4.242764567340374,0.6625467401112283,73,5.0084105990741445,0.8933764723512793,103,3.535145354171894,0.9500017892164666,21,4.182050142641207,1.0833448165373212,33,3.9415818076696905,0.7083373460539205,49,5.028475212224587,1.2150054700354387,64
43,55,4.376176220995706,1.1767484180710646,35,2.536338823420271,0.5741133630019092,15,4.360547602996758,0.8470515246303231,58,4.894351134563609,1.0440648423688814,72,4.28771595520264,1.2458425256507941,29,2.1935139979396836,0.5091575666652935,12,4.5924226131655885,1.2189815585871167,41,4.816241156068032,1.1716374236829996,55
